,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,20754,22770,24724,25443,26326,27228,25701,21241,20227,20108
ST Debt,140,113,0,0,0,0,0,0,1250,0
LT Debt,20614,22657,24724,25443,26326,27228,25701,21241,18977,20108
Total Debt/EBITDA,62.14,61.71,63.23,72.49,66.99,62.59,58.95,43.80,38.09,35.84
Net Debt/EBITDA,27.03,30.98,30.61,33.27,28.93,20.03,18.67,-9.20,3.75,-1.78
Total Debt/EBIT,0,0,0,0,0,0,0,0,0,0
Net Debt/EBIT,0,0,0,0,0,0,0,0,0,0
EBITDA to Interest Expense,-0.29,-0.33,-0.31,-0.25,-0.24,-0.20,-0.17,-0.26,-0.47,-0.30
EBITDA-CapEx/Interest Expense,-0.09,-0.20,-0.18,-0.12,-0.11,-0.08,-0.06,-0.12,-0.30,-0.17
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,-1146,-1134,-1263,-1398,-1648,-2139,-2530,-1865,-1134,-1865
Common Equity/Total Assets,12.12,13.80,15.25,16.40,16.68,17.26,18.68,17.68,22.47,21.62
Long-Term Debt/Equity (%),190.71,203.49,219.28,224.70,241.70,244.64,216.72,195.16,141.53,137.82
Long-Term Debt/Capital (%),66.65,65.10,64.15,61.85,60.41,58.30,54.04,50.27,41.21,40.52
Long-Term Debt/Total Assets (%),25.98,27.26,28.44,27.56,26.30,24.85,22.55,18.82,17.21,15.28
Total Debt/Equity (%),192.01,204.51,219.28,224.70,241.70,244.64,216.72,195.16,150.86,137.82
Total Debt/Capital (%),67.10,65.43,64.15,61.85,60.41,58.30,54.04,50.27,43.92,40.52
Total Debt/Total Assets (%),26.16,27.39,28.44,27.56,26.30,24.85,22.55,18.82,18.35,15.28
Net Debt to Equity,83.51,102.67,106.16,103.13,104.40,78.28,68.66,-41.00,14.85,-6.83
Net Debt/Capital (%),47.01,48.72,46.42,42.66,39.72,30.91,27.14,-26.95,7.16,-3.50
EBITDA,334,369,391,351,393,435,436,485,531,561
EBITDA-CapEx,103,224,223,172,175,181,152,224,337,325
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
