,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0,0,0,0,0,0,0,0,0,0
Current Ratio,0,0,0,0,0,0,0,0,0,0
Quick Ratio,0,0,0,0,0,0,0,0,0,0
CFO/Avg Current Liab,0,0,0,0,0,0,0,0,0,0
Common Equity/Total Assets,12.12,13.80,15.25,16.40,16.68,17.26,18.68,17.68,22.47,21.62
Long-Term Debt/Equity (%),190.71,203.49,219.28,224.70,241.70,244.64,216.72,195.16,141.53,137.82
Long-Term Debt/Capital (%),66.65,65.10,64.15,61.85,60.41,58.30,54.04,50.27,41.21,40.52
Long-Term Debt/Total Assets (%),25.98,27.26,28.44,27.56,26.30,24.85,22.55,18.82,17.21,15.28
Total Debt/Equity (%),192.01,204.51,219.28,224.70,241.70,244.64,216.72,195.16,150.86,137.82
Total Debt/Capital (%),67.10,65.43,64.15,61.85,60.41,58.30,54.04,50.27,43.92,40.52
Total Debt/Total Assets (%),26.16,27.39,28.44,27.56,26.30,24.85,22.55,18.82,18.35,15.28
CFO/Total Liabilities,5.13,5.31,5.09,5.46,5.84,5.27,6.07,6.07,6.22,6.10
CFO/CapEx,15.23,26.39,22.94,24.72,23.89,20.44,21.82,23.74,31.03,30.25
Altman's Z-Score,0.50,0.54,0.50,0.54,0.52,0.46,0.52,0.51,0.63,0.54
