,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,59825,66001,74989,90272,110855,136819,161857,182527,257637,282836
+ Sales & Services Revenue,59825,66001,74989,90272,110855,136819,161857,182527,257637,282836
- Cost of Revenue,25858,25691,28164,35138,45583,59549,71896,84732,110939,126203
+ Cost of Goods & Services,25858,25691,28164,35138,45583,59549,71896,84732,110939,126203
Gross Profit,33967,40310,46825,55134,65272,77270,89961,97795,146698,156633
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,20001,23814,27465,31418,36390,45878,54033,56571,67984,81791
"+ Selling, General & Admin",12049,13982,15183,17470,19765,24459,28015,28998,36422,42291
+ Research & Development,7952,9832,12282,13948,16625,21419,26018,27573,31562,39500
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),13966,16496,19360,23716,28882,31392,35928,41224,78714,74842
- Non-Operating (Income) Loss,-530,-763,-291,-434,1689,-3521,-3697,-6858,-12020,3514
"+ Interest Expense, Net",-702,-645,-895,-1096,-1203,-1764,-2327,-1730,-1153,-1817
+ Interest Expense,83,101,104,124,109,114,100,135,346,357
- Interest Income,785,746,999,1220,1312,1878,2427,1865,1499,2174
+ Other Non-Op (Income) Loss,172,-118,604,662,2892,-1757,-1370,-5128,-10867,5331
Pretax Income,14496,17259,19651,24150,27193,34913,39625,48082,90734,71328
- Income Tax Expense (Benefit),2282,3331,3303,4672,14531,4177,5282,7813,14701,11356
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,12214,13928,16348,19478,12662,30736,34343,40269,76033,59972
- Net Extraordinary Losses (Gains),-706,-516,0,0,0,0,0,0,0,0
+ Discontinued Operations,706,516,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,-1412,-1032,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,12920,14444,16348,19478,12662,30736,34343,40269,76033,59972
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",12920,14444,16348,19478,12662,30736,34343,40269,76033,59972
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",12920,14444,16348,19478,12662,30736,34343,40269,76033,59972
Basic Weighted Avg Shares,6657,13519,13696,13756,13861,13901,13852,13616,13353,13063
"Basic EPS, GAAP",1.94,1.07,1.19,1.42,0.91,2.21,2.48,2.96,5.69,4.59
Basic EPS from Cont Ops,1.83,1.03,1.19,1.42,0.91,2.21,2.48,2.96,5.69,4.59
Diluted Weighted Avg Shares,6776,13741,13858,13988,14069,14067,13971,13741,13553,13159
"Diluted EPS, GAAP",1.91,1.05,1.18,1.39,0.90,2.19,2.46,2.93,5.61,4.56
Diluted EPS from Cont Ops,1.80,1.01,1.18,1.39,0.90,2.19,2.46,2.93,5.61,4.56
EBITDA,17905,21475,24423,29860,35797,40427,47709,54921,91155,90770
EBITDA Margin (%),29.93,32.54,32.57,33.08,32.29,29.55,29.48,30.09,35.38,32.09
EBITA,13966,16496,19360,23716,28882,31392,35928,41224,78714,74842
EBIT,13966,16496,19360,23716,28882,31392,35928,41224,78714,74842
Gross Margin (%),56.78,61.07,62.44,61.08,58.88,56.48,55.58,53.58,56.94,55.38
Operating Margin (%),23.34,24.99,25.82,26.27,26.05,22.94,22.20,22.59,30.55,26.46
Profit Margin (%),21.60,21.88,21.80,21.58,11.42,22.46,21.22,22.06,29.51,21.20
Sales per Employee,1252722,1231362,1213139,1252856,1383785,1385214,1361298,1349044,1646243,1486779
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Depreciation Expense,3939,4979,5063,6144,6915,9035,11781,13697,12441,15928
