,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash Ratio,0.21,0.23,0.24,0.30,0.45,0.39,0.54,0.67,0.48,0.48
Current Ratio,0.67,0.81,0.77,0.83,0.92,0.95,1.08,1.23,1.05,1.02
Quick Ratio,0.55,0.66,0.69,0.75,0.84,0.82,0.95,1.11,0.93,0.90
CFO/Avg Current Liab,0.25,0.28,0.33,0.34,0.31,0.32,0.33,0.29,0.30,0.30
Common Equity/Total Assets,-3.74,-5.66,-5.11,-2.64,-1.60,5.65,3.38,8.95,7.75,7.67
Long-Term Debt/Equity (%),63.17,55.28,40.64,35.87,14.61,20.33,15.10,13.29,22.87,21.10
Long-Term Debt/Capital (%),89.40,138.01,145.65,119.80,63.45,64.60,66.21,45.15,62.25,56.82
Long-Term Debt/Total Assets (%),21.16,20.55,15.93,15.30,6.53,10.32,9.28,8.32,13.96,12.46
Total Debt/Equity (%),81.84,55.28,40.95,36.13,26.61,20.35,17.32,15.14,24.05,24.14
Total Debt/Capital (%),115.81,138.01,146.75,120.67,115.57,64.66,75.91,51.42,65.46,65.00
Total Debt/Total Assets (%),27.41,20.55,16.05,15.41,11.90,10.33,10.64,9.47,14.68,14.25
CFO/Total Liabilities,14.38,17.47,21.55,21.44,23.57,22.46,20.39,19.35,16.18,17.56
CFO/CapEx,2.93,9.28,3.93,4.66,5.13,5.71,6.74,6.76,8.37,8.91
Altman's Z-Score,3.90,3.78,4.09,4.03,5.00,5.62,5.60,6.02,4.60,3.52
