,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,12022,11262,13113,10154,10406,5947,4538,4544,6734,6697
ST Debt,4066,1432,976,0,115,162,0,0,0,251
LT Debt,7956,9830,12137,10154,10291,5785,4538,4544,6734,6446
Total Debt/EBITDA,2.24,1.26,3.97,4.52,3.31,1.79,2.70,3.83,1.25,0.66
Net Debt/EBITDA,1.11,1.09,3.27,3.65,2.46,1.06,1.69,1.74,0.78,0.49
Total Debt/EBIT,4.63,2.00,76.68,22.37,9.73,3.58,25.07,-40.21,2.07,0.84
Net Debt/EBIT,2.29,1.74,63.18,18.05,7.23,2.13,15.64,-18.24,1.30,0.63
EBITDA to Interest Expense,12.89,17.00,6.38,2.48,6.31,5.59,6.71,4.58,13.93,27.48
EBITDA-CapEx/Interest Expense,12.28,4.72,4.24,0.67,6.22,5.49,6.59,4.55,13.88,20.50
EBIT to Interest Expense,6.23,10.69,0.33,0.50,2.15,2.80,0.72,-0.44,8.37,21.47
Interest Expense,417,526,517,904,498,594,250,259,388,370
Common Equity/Total Assets,36.04,32.92,6.17,-6.15,2.50,18.88,23.23,2.48,8.36,18.39
Long-Term Debt/Equity (%),38.81,37.32,110.45,97.87,72.97,62.98,76.66,150.51,71.65,57.06
Long-Term Debt/Capital (%),28.96,30.03,64.30,78.06,64.27,60.00,57.87,92.28,78.04,57.62
Long-Term Debt/Total Assets (%),18.56,19.41,41.10,39.18,34.03,29.57,33.08,45.84,32.03,27.17
Total Debt/Equity (%),58.65,42.75,119.33,97.87,73.78,64.74,76.66,150.51,71.65,59.29
Total Debt/Capital (%),43.76,34.40,69.47,78.06,64.99,61.68,57.87,92.28,78.04,59.86
Total Debt/Total Assets (%),28.04,22.24,44.40,39.18,34.41,30.39,33.08,45.84,32.03,28.23
Net Debt to Equity,29.06,37.14,98.31,78.99,54.83,38.46,47.80,68.27,44.80,44.14
Net Debt/Capital (%),27.82,31.30,65.21,74.17,57.98,48.88,44.37,76.70,66.23,51.22
EBITDA,5377,8944,3300,2246,3144,3319,1678,1187,5404,10168
EBITDA-CapEx,5121,2482,2193,605,3098,3264,1647,1179,5386,7585
Operating Income (Loss),2597,5625,171,454,1070,1661,181,-113,3246,7945
