,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,25091,24974,12958,23885,21735,10085,9752,6165,28953,40166
- Cash & Cash Equivalents,6066,1480,2310,1959,2673,2414,1464,2237,2271,1454
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,4802,3940,4448,4850,0,118,134,137,129
+ Total Debt,12022,11262,13113,10154,10406,5947,4538,4544,6734,6697
Enterprise Value,31047,39558,27701,36528,34318,13618,12944,8606,33553,45538
Total Capital,27473,32736,18876,13008,16011,9642,7842,4924,8629,11188
Total Debt/Capital (%),43.76,34.40,69.47,78.06,64.99,61.68,57.87,92.28,78.04,59.86
Total Debt / EV,0.39,0.28,0.47,0.28,0.30,0.44,0.35,0.53,0.20,0.15
EV/Sales,2.99,2.02,2.11,3.55,2.46,1.27,2.08,1.78,2.75,2.38
EV/EBITDA,5.77,4.42,8.39,16.26,10.92,4.10,7.71,7.25,6.21,4.48
EV/EBIT,11.95,7.03,161.99,80.46,32.07,8.20,71.52,0,10.34,5.73
EV/Cash Flow to Firm,5.77,6.38,4.82,14.00,9.78,4.26,5.75,5.49,6.36,5.16
EV/Free Cash Flow to Firm,5.51,3.12,4.04,8.59,9.66,4.19,5.67,5.46,6.34,3.99
Diluted Market Cap,25091,25096,12772,23429,21859,11275,10391,6085,28953,40166
Diluted Enterprise Value,31047,39680,27515,36072,34442,14808,13583,8526,33553,45538
EV per Share,76.47,96.72,66.27,69.84,65.37,30.33,33.89,22.53,50.61,69.74
TTM Sales,10397,19566,13145,10304,13949,10734,6220,4828,12206,19169
TTM EBITDA,5377,8944,3300,2246,3144,3319,1678,1187,5404,10168
TTM Operating Income,2597,5625,171,454,1070,1661,181,-113,3246,7945
TTM Cash Flow to Firm,5380,6200,5753,2610,3508,3197,2252,1567,5278,8817
TTM Free Cash Flow to Firm,5636,12662,6860,4251,3554,3252,2283,1575,5296,11400
