,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.42,0.19,0.10,0.13,0.13,0.08,0.11,0.06,0.15,0.13
Current Ratio,1.41,1.50,1.49,1.44,1.67,1.54,1.56,1.47,1.77,1.75
Quick Ratio,0.59,0.42,0.33,0.35,0.37,0.31,0.36,0.22,0.38,0.42
CFO/Avg Current Liab,0.21,0.13,0.08,0.25,0.14,-0.19,-0.12,-0.40,-0.29,-0.59
Common Equity/Total Assets,25.73,33.42,43.14,42.78,42.83,41.49,35.18,30.59,37.75,41.59
Long-Term Debt/Equity (%),31.51,32.31,44.11,41.79,56.54,65.90,70.56,81.11,67.64,38.23
Long-Term Debt/Capital (%),18.78,21.43,21.89,22.10,30.20,29.34,32.75,31.13,31.80,22.95
Long-Term Debt/Total Assets (%),11.87,13.28,16.38,15.99,22.04,21.64,23.25,21.28,22.25,15.48
Total Debt/Equity (%),90.34,58.86,71.80,65.26,65.16,84.23,95.34,130.60,87.16,56.48
Total Debt/Capital (%),53.84,39.05,35.63,34.50,34.80,37.50,44.24,50.13,40.97,33.91
Total Debt/Total Assets (%),34.03,24.20,26.67,24.97,25.40,27.66,31.42,34.26,28.67,22.88
CFO/Total Liabilities,13.33,11.06,5.42,16.07,8.74,-9.69,-6.63,-20.26,-18.13,-37.94
CFO/CapEx,2.14,1.67,0.94,2.43,1.52,-2.56,-1.55,-9.69,-7.25,-10.00
Altman's Z-Score,3.55,4.30,4.18,3.88,4.00,3.93,3.43,3.09,4.31,4.73
