,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,2162,2821,2986,3595,3682,5580,5017,5595,7769,8749
+ Depreciation & Amortization,1215,1230,1133,955,904,954,1050,992,954,979
+ Non-Cash Items,289,64,55,-89,359,53,269,-20,198,-195
+ Stock-Based Compensation,287,277,286,252,242,232,217,224,230,289
+ Deferred Income Taxes,50,-61,-55,-202,112,-105,81,-137,15,-191
+ Asset Impairment Charge,0,0,0,0,0,0,0,0,0,0
+ Other Non-Cash Adj,-48,-152,-176,-139,5,-74,-29,-107,-47,-293
+ Chg in Non-Cash Work Cap,-282,-223,94,153,418,602,313,-428,-165,-813
+ (Inc) Dec in Accts Receiv,16,-49,77,-108,-7,71,133,-340,-287,-194
+ (Inc) Dec in Inventories,26,-53,93,-99,-167,-282,216,46,45,-847
+ (Inc) Dec in Prepaid Assets,-136,65,94,-81,76,669,265,-79,57,6
+ Inc (Dec) in Accts Payable,-206,-275,-177,405,519,151,-286,-118,13,200
+ Inc (Dec) in Other,18,89,7,36,-3,-7,-15,63,7,22
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,3384,3892,4268,4614,5363,7189,6649,6139,8756,8720
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-412,-385,-551,-531,-695,-1131,-847,-649,-2462,-2797
+ Acq of Fixed Prod Assets,-412,-385,-551,-531,-695,-1131,-847,-649,-2462,-2797
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,342,-141,125,-113,-460,1067,-1135,-241,-1646,-826
+ Dec in LT Investment,4249,2966,2892,3390,4095,6708,2309,5545,8478,13657
+ Inc in LT Investment,-3907,-3107,-2767,-3503,-4555,-5641,-3444,-5786,-10124,-14483
+ Net Cash From Acq & Div,0,0,0,0,0,0,0,0,0,0
+ Cash from Divestitures,0,0,0,0,0,0,0,0,0,0
+ Cash for Acq of Subs,0,0,0,0,0,0,0,0,0,0
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,67,149,124,-6,28,-14,62,-32,13,40
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-3,-377,-302,-650,-1127,-78,-1920,-922,-4095,-3583
+ Dividends Paid,-1175,-1323,-1444,-1646,-2104,-2555,-3008,-3426,-3886,-4297
+ Net Cash From Debt,-2014,-1502,-1502,-1501,-151,500,-9,498,945,994
+ Cash From Debt,986,498,498,499,1099,1500,1491,1498,1495,1494
+ Repayments of Debt,-3000,-2000,-2000,-2000,-1250,-1000,-1500,-1000,-550,-500
+ Cash (Repurchase) of Equity,-1554,-2215,-2299,-1660,-2073,-4727,-2421,-2083,-150,-3374
+ Increase in Capital Stock,1314,616,442,472,483,373,539,470,377,241
+ Decrease in Capital Stock,-2868,-2831,-2741,-2132,-2556,-5100,-2960,-2553,-527,-3615
+ Other Financing Activities,1573,1097,1080,997,594,453,708,464,-46,-41
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-3170,-3943,-4165,-3810,-3734,-6329,-4730,-4547,-3137,-6718
Effect of Foreign Exchange Rates,0,0,0,0,0,0,0,0,0,0
Net Changes in Cash,211,-428,-199,154,502,782,-1,670,1524,-1581
EBITDA,4199,5456,5665,6058,7316,7988,7025,7108,10110,11376
EBITDA Margin (%),34.40,41.82,43.58,45.31,48.90,50.61,48.84,49.15,55.11,56.80
Net Cash Paid for Acquisitions,0,0,0,0,0,0,0,0,0,0
Free Cash Flow,2972,3507,3717,4083,4668,6058,5802,5490,6294,5923
Free Cash Flow to Firm,3047,3575,3781,4141,4715,6162,5951,5667,6454,6110
Free Cash Flow to Equity,958,2005,2215,2582,4517,6558,5793,5988,7239,6917
Free Cash Flow per Basic Share,2.71,3.35,3.68,4.10,4.71,6.25,6.20,5.96,6.82,6.47
Price/Free Cash Flow,12.87,13.62,12.15,14.48,17.45,11.16,16.21,22.36,15.80,13.28
Cash Flow to Net Income,1.57,1.38,1.43,1.28,1.46,1.29,1.33,1.10,1.13,1.00
