,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,171,779,866,800,2190,4222,3738,26932,26265,25427
ST Debt,3,0,5,5,1,0,266,119,119,158
LT Debt,168,779,862,796,2190,4221,3472,26813,26146,25269
Total Debt/EBITDA,4.31,15.28,6.74,4.92,7.01,8.48,5.58,42.82,9.27,8.29
Net Debt/EBITDA,3.55,13.56,6.14,4.55,6.58,6.09,3.53,19.69,4.49,3.83
Total Debt/EBIT,7.55,34.86,12.11,8.07,10.61,12.39,8.34,585.48,15.40,13.66
Net Debt/EBIT,6.22,30.94,11.02,7.46,9.96,8.90,5.27,269.17,7.46,6.30
EBITDA to Interest Expense,2.53,1.66,2.09,3.19,3.13,2.90,2.34,0.54,1.23,1.35
EBITDA-CapEx/Interest Expense,2.06,1.31,1.49,2.35,2.29,2.04,1.74,0.37,0.87,0.93
EBIT to Interest Expense,1.44,0.73,1.16,1.95,2.07,1.98,1.57,0.04,0.74,0.82
Interest Expense,16,31,62,51,100,172,286,1174,2295,2265
Common Equity/Total Assets,0,-1.23,7.53,9.63,5.60,4.91,6.50,-3.82,-6.34,-9.87
Long-Term Debt/Equity (%),222.34,513.67,318.37,266.67,231.67,410.15,310.76,532.64,575.78,673.66
Long-Term Debt/Capital (%),98.40,101.87,89.20,86.04,91.66,93.56,84.59,104.91,109.32,114.05
Long-Term Debt/Total Assets (%),62.19,66.26,65.03,61.50,61.74,71.41,61.55,73.69,68.75,75.37
Total Debt/Equity (%),225.95,513.69,320.04,268.19,231.74,410.20,334.58,535.00,578.40,677.87
Total Debt/Capital (%),100.00,101.87,89.67,86.53,91.69,93.57,91.07,105.37,109.82,114.76
Total Debt/Total Assets (%),63.20,66.27,65.38,61.85,61.76,71.41,66.27,74.02,69.06,75.84
Net Debt to Equity,186.16,455.91,291.12,247.74,217.49,294.51,211.63,245.97,280.16,312.69
Net Debt/Capital (%),99.82,102.12,88.76,85.58,91.19,70.80,60.65,52.02,55.69,55.54
EBITDA,40,51,128,163,312,498,670,629,2832,3066
EBITDA-CapEx,32,40,92,119,229,351,499,431,2000,2103
Operating Income (Loss),23,22,72,99,206,341,448,46,1706,1861
