,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,94.24,13.10,21.11,0,0,7.84,43.92,329.32,0,0
Price/Earnings Average,83.68,13.32,26.68,-6.61,-6.38,7.10,37.10,247.52,-41.34,-29.00
Price/Earnings High,101.28,14.63,31.16,-7.74,-6.86,8.95,44.00,341.46,-47.34,-36.45
Price/Earnings Low,69.48,11.57,19.47,-4.78,-5.68,5.42,30.61,117.24,-36.80,-22.71
Price/Book Value,-73.57,18.98,41.95,-6.73,-3.15,-9.48,-19.45,-22.56,-14.91,-11.82
Price/Book Value Average,-65.32,19.29,53.03,-6.59,-3.27,-8.59,-16.43,-16.95,-15.66,-9.78
Price/Book Value High,-79.07,21.18,61.91,-7.72,-3.51,-10.81,-19.49,-23.39,-17.93,-12.29
Price/Book Value Low,-54.24,16.76,38.68,-4.76,-2.91,-6.56,-13.56,-8.03,-13.94,-7.65
Price/Tangible Book Value,1.82,1.77,1.32,1.83,2.09,2.30,3.60,5.35,14.45,13.15
Price/Tangible Book Value Average,1.62,1.80,1.67,1.79,2.17,2.08,3.04,4.02,15.18,10.87
Price/Tangible Book Value High,1.96,1.97,1.95,2.10,2.33,2.62,3.60,5.55,17.38,13.66
Price/Tangible Book Value Low,1.34,1.56,1.22,1.30,1.93,1.59,2.51,1.91,13.52,8.51
Price/Sales,0.68,0.59,0.43,0.56,0.68,0.88,1.31,1.57,1.44,1.52
Price/Sales Average,0.60,0.60,0.55,0.55,0.70,0.80,1.10,1.18,1.52,1.26
Price/Sales High,0.73,0.66,0.64,0.64,0.76,1.00,1.31,1.63,1.74,1.58
Price/Sales Low,0.50,0.52,0.40,0.40,0.63,0.61,0.91,0.56,1.35,0.98
Price/Cash Flow,3.96,5.63,3.03,2.65,2.87,4.03,5.40,5.50,8.46,7.05
Price/Cash Flow Average,3.51,5.72,3.83,2.59,2.98,3.65,4.56,4.13,8.89,5.83
Price/Cash Flow High,4.25,6.28,4.47,3.03,3.20,4.59,5.41,5.70,10.18,7.33
Price/Cash Flow Low,2.92,4.97,2.79,1.87,2.65,2.78,3.76,1.96,7.91,4.57
Price/Free Cash Flow,2.30,2.67,1.49,1.46,1.53,2.12,2.74,3.27,4.01,2.64
Price/Free Cash Flow Average,2.04,2.72,1.88,1.43,1.59,1.92,2.32,2.46,4.21,2.18
Price/Free Cash Flow High,2.47,2.98,2.20,1.67,1.71,2.42,2.75,3.39,4.82,2.74
Price/Free Cash Flow Low,1.70,2.36,1.37,1.03,1.41,1.47,1.91,1.16,3.75,1.71
EV/Sales,2.05,1.84,1.90,2.13,2.67,2.76,3.36,3.70,3.25,3.45
EV/Sales Average,2.01,1.89,2.04,2.18,2.74,2.71,3.20,3.34,3.35,3.24
EV/Sales High,2.14,1.95,2.13,2.27,2.79,2.92,3.41,3.79,3.57,3.57
EV/Sales Low,1.91,1.81,1.90,2.02,2.66,2.52,3.01,2.72,3.18,2.97
EV/EBITDA,7.52,7.61,7.45,8.47,8.23,8.77,10.72,9.93,10.06,12.83
EV/EBITDA Average,7.41,7.82,8.02,8.66,8.43,8.59,10.20,8.97,10.35,12.06
EV/EBITDA High,7.86,8.05,8.37,9.03,8.59,9.25,10.85,10.18,11.03,13.26
EV/EBITDA Low,7.04,7.50,7.45,8.05,8.19,8.00,9.58,7.31,9.84,11.04
EV/EBIT,10.74,10.87,10.64,12.92,12.51,12.46,15.92,14.12,14.24,18.60
EV/EBIT Average,10.57,11.17,11.45,13.20,12.81,12.22,15.15,12.77,14.65,17.49
EV/EBIT High,11.22,11.51,11.95,13.78,13.05,13.15,16.12,14.48,15.61,19.23
EV/EBIT Low,10.05,10.72,10.64,12.27,12.45,11.37,14.24,10.39,13.92,16.01
Last Price,14.46,14.02,9.50,11.62,10.83,14.27,20.04,22.78,24.17,28.76
High Price,15.54,15.65,14.02,13.32,12.06,16.28,20.08,23.62,29.07,29.89
Low Price,10.66,12.38,8.76,8.22,10.00,9.87,13.97,8.11,22.60,18.62
Enterprise Value,32507,31531,28418,28926,28124,29663,34283,35700,36234,43532
Enterprise Value Average,32004,32404,30574,29559,28806,29084,32616,32270,37278,40934
Enterprise Value High,33956,33387,31916,30844,29360,31307,34709,36594,39734,45018
Enterprise Value Low,30430,31086,28408,27482,28000,27062,30652,26274,35420,37481
