,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.30,0.32,0.25,0.40,0.23,0.34,0.28,0.27,0.25,0.32
Current Ratio,1.01,1.12,0.99,1.22,1.06,1.14,1.03,1.01,1.13,1.18
Quick Ratio,0.61,0.71,0.61,0.81,0.47,0.70,0.57,0.51,0.55,0.60
CFO/Avg Current Liab,0.34,0.24,0.31,0.47,0.44,0.45,0.52,0.53,0.38,0.48
Common Equity/Total Assets,-0.35,1.33,0.41,-3.15,-6.85,-3.07,-2.03,-1.94,-3.28,-4.24
Long-Term Debt/Equity (%),246.62,255.63,296.19,336.14,367.41,314.70,350.07,390.91,379.51,482.68
Long-Term Debt/Capital (%),77.88,76.64,76.22,86.19,88.66,85.22,84.27,86.64,85.75,87.75
Long-Term Debt/Total Assets (%),46.69,48.05,49.60,53.05,53.76,54.23,54.40,53.32,52.58,56.67
Total Debt/Equity (%),275.11,284.75,337.17,359.00,412.07,344.31,385.79,421.21,409.44,521.71
Total Debt/Capital (%),86.88,85.38,86.77,92.05,99.44,93.24,92.87,93.36,92.51,94.84
Total Debt/Total Assets (%),52.09,53.53,56.46,56.65,60.30,59.33,59.95,57.45,56.73,61.25
CFO/Total Liabilities,8.29,5.66,6.96,9.48,8.81,8.70,8.68,9.22,6.70,8.02
CFO/CapEx,1.37,0.89,0.92,1.23,1.14,1.10,1.03,1.45,0.90,0.60
Altman's Z-Score,0.86,0.95,0.80,0.75,0.63,0.79,0.79,0.83,0.96,0.88
