,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,8552,6286,6764,6934,7170,8080,8510,7807,7196,9630
+ Sales & Services Revenue,8552,6286,6764,6934,7170,8080,8510,7807,7196,9630
- Cost of Revenue,6661,4991,5342,5392,5601,6335,6661,6399,5703,7635
+ Cost of Goods & Services,6661,4991,5342,5392,5601,6335,6661,6399,5703,7635
Gross Profit,1891,1295,1423,1541,1569,1745,1849,1408,1494,1995
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,1243,968,993,913,900,975,998,970,838,835
"+ Selling, General & Admin",848,664,674,623,627,662,661,614,487,466
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,395,304,319,290,273,313,337,356,351,368
Operating Income (Loss),648,327,430,628,669,770,852,438,655,1160
- Non-Operating (Income) Loss,126,153,254,178,32,165,69,599,79,67
"+ Interest Expense, Net",126,134,192,173,40,161,50,57,64,69
+ Interest Expense,127,135,193,174,42,162,54,62,65,71
- Interest Income,1,1,1,1,1,1,4,5,2,2
+ Other Non-Op (Income) Loss,0,18,62,6,-8,3,19,542,15,-2
Pretax Income,522,175,175,450,637,606,782,-161,577,1094
- Income Tax Expense (Benefit),110,-9,-21,90,155,2,64,-112,-56,139
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,413,183,196,360,483,604,719,-49,632,955
- Net Extraordinary Losses (Gains),1,-103,-513,-15,3,8,5,3,3,2
+ Discontinued Operations,-1,103,513,15,-3,-8,-5,-3,-3,-2
+ Extraord. & Accounting Changes,1,-206,-1026,-31,7,16,10,6,6,4
Income (Loss) Incl. MI,412,286,710,375,479,596,713,-52,629,953
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",412,286,710,375,479,596,713,-52,629,953
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",412,286,710,375,479,596,713,-52,629,953
Basic Weighted Avg Shares,129,131,128,127,124,124,124,123,130,128
"Basic EPS, GAAP",3.19,2.18,5.56,2.94,3.85,4.81,5.78,-0.43,4.83,7.46
Basic EPS from Cont Ops,3.20,1.40,1.54,2.82,3.88,4.87,5.82,-0.40,4.85,7.47
Diluted Weighted Avg Shares,132,133,130,129,126,126,125,123,132,129
"Diluted EPS, GAAP",3.13,2.15,5.47,2.90,3.80,4.73,5.69,-0.43,4.77,7.39
Diluted EPS from Cont Ops,3.14,1.38,1.51,2.78,3.83,4.79,5.73,-0.40,4.80,7.40
EBITDA,1043,632,749,918,942,1083,1188,794,1006,1529
EBITDA Margin (%),12.20,10.05,11.07,13.24,13.14,13.41,13.96,10.17,13.98,15.87
EBITA,648,327,430,628,669,770,852,438,655,1160
EBIT,648,327,430,628,669,770,852,438,655,1160
Gross Margin (%),22.11,20.60,21.03,22.23,21.89,21.60,21.73,18.04,20.75,20.72
Operating Margin (%),7.58,5.21,6.35,9.06,9.33,9.53,10.01,5.61,9.11,12.05
Profit Margin (%),4.82,4.55,10.49,5.41,6.68,7.38,8.38,-0.67,8.75,9.89
Sales per Employee,41514,30513,45429,45935,40973,44726,46002,44107,45869,53812
Dividend per Share,2.00,2.20,2.18,2.11,2.25,2.53,3.00,2.63,1.55,4.41
Depreciation Expense,395,304,319,290,273,313,337,356,351,368
