,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.03,0.02,0.03,0.02,0.15,0.03,0.01,0.01,0.05,0.09
Current Ratio,0.68,0.73,0.54,0.36,0.53,0.62,0.64,0.49,0.64,0.68
Quick Ratio,0.32,0.28,0.30,0.20,0.32,0.29,0.26,0.24,0.30,0.31
CFO/Avg Current Liab,0.74,0.63,0.87,0.60,0.55,0.51,-0.06,0.16,0.00,0.34
Common Equity/Total Assets,21.33,21.95,22.71,23.48,22.28,18.53,20.77,20.35,18.68,17.50
Long-Term Debt/Equity (%),84.04,78.83,81.89,71.72,83.96,115.65,119.24,128.57,143.46,159.58
Long-Term Debt/Capital (%),43.98,40.82,43.17,38.10,40.96,52.01,52.56,51.05,53.87,55.23
Long-Term Debt/Total Assets (%),21.06,20.39,21.79,19.83,22.14,25.80,28.70,29.56,34.14,35.83
Total Debt/Equity (%),90.97,92.66,89.29,87.85,104.69,121.96,126.39,151.40,166.02,188.88
Total Debt/Capital (%),47.61,47.98,47.07,46.67,51.07,54.85,55.72,60.12,62.34,65.37
Total Debt/Total Assets (%),22.80,23.97,23.76,24.29,27.61,27.21,30.42,34.81,39.51,42.41
CFO/Total Liabilities,9.16,8.73,12.21,8.77,9.27,7.21,-0.63,2.36,0.02,5.31
CFO/CapEx,0.89,0.83,1.07,0.87,0.93,0.70,-0.06,0.23,0.00,0.56
Altman's Z-Score,0.88,1.00,0.87,0.92,0.86,0.60,0.77,0.58,0.64,0.61
