,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,326,326,326,326,326,326,362,379,380,382
Diluted Weighted Avg Shares,329,329,329,330,328,326,341,374,380,383
Basic Weighted Avg Shares,326,326,326,326,326,326,340,373,380,381
Revenue per Share,38.59,41.14,35.35,36.41,37.79,38.83,36.31,36.40,39.22,45.20
EBITDA per Share,11.99,13.63,12.33,12.92,13.33,4.50,11.06,8.03,10.09,10.93
Operating Income per Share,7.01,8.06,6.17,6.48,6.84,-1.45,5.76,2.60,4.07,4.02
"Basic EPS, GAAP",2.81,4.94,3.13,4.02,1.73,-1.30,3.78,1.98,2.00,1.61
Basic EPS from Cont Ops,3.00,4.71,3.32,4.33,2.05,-1.07,4.13,2.34,2.43,2.16
"Diluted EPS, GAAP",2.78,4.90,3.10,3.97,1.72,-1.30,3.77,1.98,2.00,1.60
Diluted EPS from Cont Ops,2.98,4.67,3.29,4.28,2.04,-1.07,4.12,2.33,2.43,2.15
Dividend per Share,1.35,1.42,1.67,1.92,2.17,2.42,2.38,2.49,2.69,3.02
Cash Flow per Share,9.83,9.96,13.83,9.99,11.00,9.75,-0.90,3.39,0.03,8.44
Free Cash Flow per Basic Share,-1.21,-2.02,0.87,-1.51,-0.79,-4.09,-15.24,-11.31,-14.46,-6.72
Cash & Equivalents per Share,0.45,0.41,0.49,0.29,3.35,0.44,0.19,0.23,1.03,2.39
Book Value per Share,30.54,33.82,35.06,36.98,35.95,32.25,36.94,37.26,36.71,35.72
Tangible Book Value per Share,35.88,39.85,41.09,43.54,42.56,38.83,42.81,42.09,41.57,40.67
