,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,1294,1224,1184,1087,1029,915,796,684,594,539
Diluted Weighted Avg Shares,1313,1251,1220,1144,1064,991,856,718,663,558
Basic Weighted Avg Shares,1295,1251,1208,1133,1064,980,849,710,652,558
Revenue per Share,12.39,14.31,7.11,7.92,8.99,10.97,12.34,14.47,15.98,17.55
EBITDA per Share,3.68,4.00,2.39,2.65,2.76,2.98,3.49,4.68,5.25,5.00
Operating Income per Share,2.60,2.81,1.82,2.05,2.13,2.27,2.70,3.82,4.48,4.21
"Basic EPS, GAAP",2.21,-0.03,1.43,6.41,-0.95,2.58,2.10,7.98,20.87,-2.27
Basic EPS from Cont Ops,2.21,-0.03,1.61,6.43,-0.95,2.58,2.07,3.58,0.39,-2.28
"Diluted EPS, GAAP",2.18,-0.03,1.41,6.35,-0.95,2.55,2.09,7.89,20.52,-2.27
Diluted EPS from Cont Ops,2.18,-0.03,1.60,6.37,-0.95,2.55,2.06,3.54,0.38,-2.28
Dividend per Share,0,0,0,0,0,0,0.56,0.63,0.71,0.88
Cash Flow per Share,3.86,4.54,3.34,2.49,2.96,2.71,3.67,3.41,4.08,4.04
Free Cash Flow per Basic Share,2.89,3.52,2.79,1.94,2.33,2.05,3.02,2.71,3.39,3.23
Cash & Equivalents per Share,6.97,8.25,5.18,6.58,5.70,5.37,3.48,5.59,12.33,13.86
Book Value per Share,14.57,15.44,6.52,13.76,13.55,17.99,22.10,33.57,60.76,63.67
Tangible Book Value per Share,10.39,8.37,1.72,5.46,3.13,1.12,-2.87,-1.65,9.41,1.65
