,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Current Assets,5011,5103,4864,5272,5784,5676,5465,6170,6582,7528
"+ Cash, Cash Equivalents & STI",551,537,352,323,424,723,932,1032,1224,1595
+ Cash & Cash Equivalents,153,170,132,185,358,692,905,995,370,1222
+ ST Investments,399,367,221,139,66,31,27,37,854,373
+ Accounts & Notes Receiv,186,215,445,543,564,845,790,1054,1318,1426
"+ Accounts Receivable, Net",149,177,409,508,531,818,384,578,724,873
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",36,38,36,36,32,27,406,475,594,553
+ Inventories,0,0,0,0,0,0,0,0,0,0
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,0,0,0,0,0,0,0,0,0,0
+ Other ST Assets,4275,4352,4067,4405,4797,4108,3742,4084,4040,4507
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,1359,1379,1577,1562,1679,3006,3086,3058,3054,3018
"+ Property, Plant & Equip, Net",-222,-266,-306,-377,-396,-457,-435,-467,-576,-623
"+ Property, Plant & Equip",342,354,353,337,394,409,522,499,480,458
- Accumulated Depreciation,565,620,659,714,789,866,957,966,1056,1081
+ LT Investments & Receivables,386,400,441,454,296,18,10,7,5,4
+ LT Investments,386,400,441,454,296,18,10,7,5,4
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,1196,1245,1442,1484,1780,3445,3511,3518,3624,3638
+ Total Intangible Assets,581,594,727,715,955,2182,2122,2097,2056,2021
+ Goodwill,540,562,657,657,814,1783,1791,1821,1832,1834
+ Other Intangible Assets,41,32,70,58,141,399,331,276,225,187
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,615,651,716,770,824,1264,1389,1421,1568,1617
Total Assets,6370,6483,6441,6834,7464,8683,8551,9227,9635,10546
+ Payables & Accruals,49,52,57,57,75,76,130,89,106,85
+ Accounts Payable,49,52,57,57,75,76,79,89,106,85
+ Accrued Taxes,0,0,0,0,0,0,51,0,0,0
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,0,0,0,0,0,0,0,0,0,0
+ ST Debt,0,0,0,0,0,0,5,7,9,10
+ ST Borrowings,0,0,0,0,0,0,5,7,9,10
+ ST Finance Leases,0,0,0,0,0,0,0,0,0,0
+ Other ST Liabilities,4390,4521,4309,4668,5217,4769,4292,4842,5155,5711
+ Deferred Revenue,7,11,26,23,24,40,39,38,38,47
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,7,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,4377,4510,4283,4645,5193,4729,4253,4804,5116,5663
Total Current Liabilities,4439,4573,4366,4725,5292,4845,4427,4938,5269,5805
+ LT Debt,0,0,0,0,0,796,894,890,873,856
+ LT Borrowings,0,0,0,0,0,796,797,797,798,798
+ LT Finance Leases,0,0,0,0,0,13,97,92,75,57
+ Other LT Liabilities,154,124,163,153,147,422,449,451,408,392
+ Accrued Liabilities,69,17,22,34,49,230,241,218,166,112
+ Pension Liabilities,0,0,0,0,0,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,85,107,141,119,99,192,208,233,243,280
Total Noncurrent Liabilities,154,124,163,153,147,1218,1342,1341,1281,1248
Total Liabilities,4593,4697,4529,4878,5439,6063,5769,6279,6550,7053
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,798,884,956,1034,1130,1210,1294,1450,1550,1630
+ Common Stock,4,4,4,4,4,4,4,4,4,4
+ Additional Paid in Capital,794,880,953,1030,1127,1206,1290,1447,1546,1626
- Treasury Stock,0,0,0,0,0,0,0,0,0,0
+ Retained Earnings,958,894,926,902,930,1410,1431,1446,1670,2023
+ Other Equity,22,8,29,20,-36,0,57,52,-134,-160
Equity Before Minority Interest,1777,1786,1912,1955,2025,2620,2781,2948,3085,3493
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
Total Equity,1777,1786,1912,1955,2025,2620,2781,2948,3085,3493
Total Liabilities & Equity,6370,6483,6441,6834,7464,8683,8551,9227,9635,10546
Shares Outstanding,363,361,360,359,359,359,359,360,360,361
Capital Leases - Total,0,0,0,0,0,13,97,92,75,57
Net Debt,-152,-170,-131,-185,-358,104,-103,-190,436,-414
Net Debt to Equity,-8.58,-9.52,-6.88,-9.44,-17.69,3.98,-3.71,-6.46,14.14,-11.84
Tangible Common Equity Ratio,21,20,21,20,16,7,10,12,14,17
Current Ratio,1.13,1.12,1.11,1.12,1.09,1.17,1.23,1.25,1.25,1.30
Cash Conversion Cycle,-2.31,-0.98,13.10,30.45,32.46,41.96,32.15,19.12,25.33,34.30
Number of Employees,12700,13000,13500,13700,14300,15600,15800,15000,16000,16600
