,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,210621,193034,218599,207370,113700,49056,75583,73285,81247,71238
- Cash & Cash Equivalents,132500,138100,102500,92400,43299,68900,84900,36630,15770,15810
+ Preferred Equity and Hybrid Capital,0,0,6,6,6,6,6,6,6,6
+ Minority/Non Controlling Interest,6200,8700,1900,1700,17723,20500,1500,1522,1302,1216
+ Total Debt,523298,507070,345766,241378,134591,206883,94100,75066,35185,26148
Enterprise Value,563638,522797,431798,313741,184025,173710,37768,105930,89673,75189
Total Capital,679251,671805,488394,383318,278704,321200,184040,169543,121618,110368
Total Debt/Capital (%),77.04,75.48,70.80,62.97,48.29,64.41,51.13,44.28,28.93,23.69
Total Debt / EV,0.93,0.97,0.80,0.77,0.73,1.19,2.49,0.71,0.39,0.35
EV/Sales,3.94,3.54,3.75,2.62,1.53,1.43,0.40,1.33,1.21,1.29
EV/EBITDA,14.56,7.20,19.89,13.74,10.81,9.12,2.79,13.88,9.85,23.66
EV/EBIT,19.47,8.26,25.61,17.59,15.49,16.04,4.75,65.59,14.71,272.43
EV/Cash Flow to Firm,14.73,14.44,20.95,62.26,13.52,18.38,3.66,14.78,17.71,10.18
EV/Free Cash Flow to Firm,10.90,10.47,15.47,25.64,8.55,9.92,2.30,10.02,13.96,8.78
Diluted Market Cap,215397,194293,233439,216559,113191,48992,75493,73239,81171,71689
Diluted Enterprise Value,612395,571963,478611,367243,222212,207481,86199,113203,101894,83249
EV per Share,448.18,415.85,368.30,287.09,169.60,159.69,34.58,96.68,81.59,69.04
TTM Sales,143031,147811,115159,119688,120468,121615,95215,79619,74196,58099
TTM EBITDA,38705,72568,21709,22830,17018,19057,13538,7633,9105,3178
TTM Operating Income,28943,63285,16862,17833,11879,10833,7943,1615,6096,276
TTM Cash Flow to Firm,38272,36217,20611,5039,13610,9451,10328,7169,5062,7387
TTM Free Cash Flow to Firm,51730,49944,27920,12238,21530,17507,16423,10572,6423,8561
