,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,15.23,12.66,0,26.19,0,0,0,13.99,0,1433.78
Price/Earnings Average,13.10,12.87,-32.54,25.15,-27.08,-3.70,-12.25,10.74,-12.96,1380.34
Price/Earnings High,15.27,13.83,-38.24,27.35,-33.19,-5.55,-14.83,17.32,-14.74,1774.99
Price/Earnings Low,11.29,11.73,-23.53,22.46,-17.98,-1.91,-8.93,7.16,-10.55,1025.50
Price/Book Value,1.41,1.24,1.55,1.48,0.90,0.52,0.85,0.79,0.95,0.86
Price/Book Value Average,1.21,1.26,1.34,1.42,1.34,0.90,0.75,0.61,1.03,0.83
Price/Book Value High,1.41,1.35,1.57,1.54,1.64,1.35,0.91,0.98,1.17,1.06
Price/Book Value Low,1.04,1.15,0.97,1.27,0.89,0.46,0.55,0.40,0.84,0.61
Price/Tangible Book Value,4.61,4.18,12.08,-22.05,-5.11,-1.86,-9.94,41.40,13.33,4.51
Price/Tangible Book Value Average,3.96,4.25,10.42,-21.17,-7.60,-3.21,-8.77,31.78,14.38,4.34
Price/Tangible Book Value High,4.62,4.57,12.25,-23.02,-9.32,-4.81,-10.62,51.26,16.36,5.58
Price/Tangible Book Value Low,3.42,3.87,7.54,-18.91,-5.05,-1.65,-6.39,21.19,11.71,3.22
Price/Sales,1.50,1.30,2.01,1.79,0.94,0.40,0.79,0.92,1.09,1.23
Price/Sales Average,1.29,1.33,1.74,1.72,1.40,0.69,0.70,0.71,1.18,1.19
Price/Sales High,1.50,1.43,2.04,1.87,1.71,1.04,0.85,1.14,1.34,1.53
Price/Sales Low,1.11,1.21,1.26,1.53,0.93,0.36,0.51,0.47,0.96,0.88
Price/Cash Flow,7.49,6.96,11.65,-877.33,10.86,11.54,8.61,20.34,24.36,12.12
Price/Cash Flow Average,6.44,7.07,10.05,-842.55,16.16,19.85,7.59,15.61,26.28,11.67
Price/Cash Flow High,7.51,7.60,11.81,-916.20,19.81,29.79,9.20,25.19,29.88,15.00
Price/Cash Flow Low,5.55,6.45,7.27,-752.39,10.73,10.23,5.53,10.41,21.40,8.67
Price/Free Cash Flow,5.12,4.69,8.58,31.14,6.17,3.98,5.08,10.46,17.30,10.11
Price/Free Cash Flow Average,4.41,4.77,7.40,29.90,9.18,6.85,4.48,8.03,18.66,9.73
Price/Free Cash Flow High,5.14,5.12,8.70,32.52,11.26,10.28,5.43,12.95,21.22,12.52
Price/Free Cash Flow Low,3.80,4.34,5.35,26.70,6.10,3.53,3.27,5.35,15.20,7.23
EV/Sales,3.94,3.54,3.75,2.62,1.53,1.43,0.40,1.33,1.21,1.29
EV/Sales Average,4.04,3.88,3.77,2.92,2.31,2.00,0.81,1.21,1.46,1.38
EV/Sales High,4.25,3.98,4.05,3.07,2.63,2.34,0.96,1.64,1.62,1.72
EV/Sales Low,3.87,3.77,3.31,2.74,1.84,1.66,0.62,0.97,1.24,1.08
EV/EBITDA,14.56,7.20,19.89,13.74,10.81,9.12,2.79,13.88,9.85,23.66
EV/EBITDA Average,14.94,7.91,19.98,15.32,16.35,12.75,5.72,12.60,11.90,25.22
EV/EBITDA High,15.72,8.11,21.50,16.09,18.60,14.96,6.76,17.12,13.22,31.39
EV/EBITDA Low,14.29,7.67,17.58,14.39,13.01,10.60,4.38,10.15,10.12,19.67
EV/EBIT,19.47,8.26,25.61,17.59,15.49,16.04,4.75,65.59,14.71,272.43
EV/EBIT Average,19.98,9.07,25.72,19.62,23.42,22.42,9.74,59.57,17.78,290.37
EV/EBIT High,21.02,9.30,27.68,20.59,26.64,26.32,11.52,80.93,19.75,361.42
EV/EBIT Low,19.11,8.79,22.63,18.42,18.64,18.65,7.47,47.96,15.11,226.49
Last Price,167.48,153.55,186.45,189.76,104.79,45.10,69.20,66.89,73.93,65.41
High Price,168.02,167.78,189.04,198.16,191.20,116.44,73.94,82.81,90.69,80.98
Low Price,124.18,142.26,116.32,162.73,103.58,39.99,44.50,34.22,64.95,46.78
Enterprise Value,563638,522797,431798,313741,184025,173710,37768,105930,89673,75189
Enterprise Value Average,578172,573927,433718,349834,278244,242884,77402,96211,108365,80143
Enterprise Value High,608299,588595,466799,367241,316483,285145,91473,130698,120390,99751
Enterprise Value Low,553170,556511,381541,328523,221418,201992,59310,77462,92104,62513
