,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sales/Revenue/Turnover,11833,10561,11291,11982,12859,13613,14045,14583,16047,17199
+ Sales & Services Revenue,11833,10561,11291,11982,12859,13613,14045,14583,16047,17199
- Cost of Revenue,7221,6428,6840,7270,7843,8087,8445,8640,9462,9953
+ Cost of Goods & Services,7221,6428,6840,7270,7843,8087,8445,8640,9462,9953
Gross Profit,4611,4133,4450,4713,5017,5527,5600,5943,6585,7245
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,2762,2497,2637,2783,2972,3064,3003,3041,3233,3551
"+ Selling, General & Admin",2762,2497,2637,2783,2972,3064,3003,3041,3233,3551
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),1849,1636,1813,1929,2045,2463,2597,2902,3351,3694
- Non-Operating (Income) Loss,-426,-434,-421,-602,-126,-543,-586,-459,-453,-744
"+ Interest Expense, Net",-424,-428,-383,-394,-447,-530,-523,-399,-411,-710
+ Interest Expense,6,7,56,80,103,130,107,60,82,253
- Interest Income,430,435,440,474,550,660,630,459,493,963
+ Other Non-Op (Income) Loss,-2,-6,-38,-208,321,-13,-63,-60,-42,-34
Pretax Income,2275,2071,2235,2531,2171,3006,3183,3361,3804,4438
- Income Tax Expense (Benefit),772,694,741,798,550,713,716,763,855,1026
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,1503,1377,1493,1733,1621,2293,2467,2599,2949,3412
- Net Extraordinary Losses (Gains),-13,-76,1,0,0,0,0,0,0,0
+ Discontinued Operations,13,76,-1,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,-27,-152,2,0,0,0,0,0,0,0
Income (Loss) Incl. MI,1516,1453,1493,1733,1621,2293,2467,2599,2949,3412
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",1516,1453,1493,1733,1621,2293,2467,2599,2949,3412
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",1516,1453,1493,1733,1621,2293,2467,2599,2949,3412
Basic Weighted Avg Shares,479,473,457,448,441,435,431,426,419,414
"Basic EPS, GAAP",3.17,3.07,3.27,3.87,3.68,5.27,5.73,6.10,7.04,8.25
Basic EPS from Cont Ops,3.14,2.91,3.27,3.87,3.68,5.27,5.73,6.10,7.04,8.25
Diluted Weighted Avg Shares,483,476,459,450,443,438,433,428,421,416
"Diluted EPS, GAAP",3.14,3.05,3.25,3.85,3.66,5.24,5.70,6.07,7.00,8.21
Diluted EPS from Cont Ops,3.11,2.89,3.25,3.85,3.66,5.24,5.70,6.07,7.00,8.21
EBITDA,2185,1914,2102,2246,2423,2872,3077,3413,3867,4243
EBITDA Margin (%),18.47,18.13,18.62,18.74,18.84,21.09,21.91,23.40,24.10,24.67
EBITA,1849,1636,1813,1929,2045,2463,2597,2902,3351,3694
EBIT,1849,1636,1813,1929,2045,2463,2597,2902,3351,3694
Gross Margin (%),38.97,39.14,39.42,39.33,39.01,40.60,39.87,40.75,41.03,42.13
Operating Margin (%),15.63,15.49,16.06,16.10,15.90,18.09,18.49,19.90,20.89,21.48
Profit Margin (%),12.81,13.75,13.22,14.47,12.60,16.84,17.56,17.82,18.38,19.84
Sales per Employee,193980,192015,198079,206593,225602,234712,242148,260411,267442,0
Dividend per Share,1.84,1.96,2.06,2.22,2.41,2.97,3.41,3.70,3.96,4.60
Depreciation Expense,336,278,289,316,378,409,480,511,515,549
