,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),27.43,29.07,29.04,27.76,21.45,40.74,36.54,34.12,39.84,41.09
Return on Assets (%),11.17,10.75,10.54,10.31,7.03,12.02,11.07,10.40,11.78,12.68
Return on Capital (%),16.00,15.66,14.88,14.63,10.78,19.36,18.18,17.53,19.91,21.15
Return on Invested Capital (%),14.60,14.31,13.77,13.96,9.61,16.74,15.89,14.83,16.77,17.61
Gross Margin (%),31.44,31.69,31.96,32.45,32.95,32.37,31.80,30.98,31.28,31.91
EBITDA Margin (%),22.52,22.76,23.02,23.21,23.65,24.32,23.79,22.77,23.64,23.77
Operating Margin (%),19.56,19.62,19.94,19.75,20.42,20.67,19.99,19.19,20.00,20.66
Incremental Operating Margin (%),22.46,19.96,27.64,18.31,26.18,22.16,-217.09,1.42,23.08,24.72
Pretax Margin (%),18.35,18.19,18.91,18.15,19.29,19.37,18.19,17.75,18.29,19.55
Profit Margin (%),13.78,13.27,13.71,13.09,9.28,14.69,14.04,13.99,14.63,15.07
Net Income to Common Margin (%),13.78,13.27,13.71,13.09,9.28,14.69,14.04,13.99,14.63,15.07
Effective Tax Rate (%),24.56,26.46,26.64,27.04,51.15,23.39,22.19,20.52,20.57,22.31
Dvd Payout Ratio (%),15.08,14.13,20.39,20.50,30.56,20.65,23.83,24.33,21.79,24.72
Sustainable Growth Rate (%),23.29,24.96,23.12,22.07,14.90,32.33,27.83,25.82,31.16,30.93
