,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,633,620,616,617,611,597,596,599,599,595
Diluted Weighted Avg Shares,649,641,633,630,633,625,616,615,626,621
Basic Weighted Avg Shares,636,626,618,617,611,602,595,596,598,596
Revenue per Share,7.25,8.54,9.01,10.20,11.47,13.62,13.82,14.43,18.19,21.17
EBITDA per Share,1.63,1.94,2.07,2.37,2.71,3.31,3.29,3.28,4.30,5.03
Operating Income per Share,1.42,1.67,1.80,2.01,2.34,2.81,2.76,2.77,3.64,4.37
"Basic EPS, GAAP",1.00,1.13,1.24,1.33,1.06,2.00,1.94,2.02,2.66,3.19
Basic EPS from Cont Ops,1.00,1.14,1.25,1.35,1.08,2.02,1.96,2.04,2.64,3.22
"Diluted EPS, GAAP",0.98,1.11,1.21,1.31,1.03,1.93,1.88,1.96,2.54,3.06
Diluted EPS from Cont Ops,0.98,1.12,1.22,1.32,1.04,1.95,1.89,1.97,2.53,3.09
Dividend per Share,0.15,0.16,0.26,0.28,0.34,0.42,0.47,0.50,0.58,0.80
Cash Flow per Share,1.21,1.41,1.67,1.75,1.87,1.85,2.52,2.67,2.58,3.65
Free Cash Flow per Basic Share,0.96,1.07,1.39,1.44,1.50,1.33,2.03,2.21,1.97,3.00
Cash & Equivalents per Share,1.88,2.15,2.86,1.90,2.87,2.16,1.53,2.90,2.07,2.41
Book Value per Share,3.83,3.96,4.55,5.06,4.81,4.98,5.62,6.19,7.14,8.37
Tangible Book Value per Share,0.64,0.01,0.45,-0.77,-0.80,-0.89,-1.20,0.04,-1.26,-0.14
