,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.74,1.27,1.75,0.72,1.11,0.53,0.43,0.75,0.51,0.54
Current Ratio,1.96,3.35,3.82,2.20,2.95,1.86,1.97,2.38,2.43,2.42
Quick Ratio,1.36,2.35,2.84,1.54,2.12,1.26,1.24,1.60,1.51,1.52
CFO/Avg Current Liab,0.62,0.66,1.00,0.82,0.71,0.55,0.66,0.72,0.65,0.85
Common Equity/Total Assets,39.31,34.92,37.60,36.75,29.41,29.61,30.96,30.06,29.16,32.49
Long-Term Debt/Equity (%),49.70,90.96,85.81,70.79,87.59,69.05,69.70,66.70,75.18,64.49
Long-Term Debt/Capital (%),31.27,51.81,49.72,42.63,54.17,42.57,45.62,47.60,52.38,47.48
Long-Term Debt/Total Assets (%),23.21,38.03,37.72,31.01,35.40,27.94,29.62,29.50,32.67,29.85
Total Debt/Equity (%),74.06,91.01,85.82,80.87,87.61,87.86,78.47,70.92,75.24,64.53
Total Debt/Capital (%),46.59,51.84,49.73,48.70,54.18,54.17,51.37,50.61,52.42,47.51
Total Debt/Total Assets (%),34.58,38.05,37.72,35.43,35.41,35.55,33.35,31.37,32.70,29.87
CFO/Total Liabilities,23.39,21.54,24.65,22.56,19.20,18.60,24.16,23.16,18.56,26.42
CFO/CapEx,4.85,4.21,5.99,5.65,5.05,3.58,5.09,5.75,4.27,5.67
Altman's Z-Score,6.04,6.19,6.06,6.58,6.27,6.17,6.90,6.73,7.51,7.32
