,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,89,88,87,103,114,112,114,115,115,169
Diluted Weighted Avg Shares,114,80,83,94,113,115,114,116,117,160
Basic Weighted Avg Shares,85,80,83,90,110,113,113,115,116,160
Revenue per Share,27.81,13.47,16.95,19.74,16.27,23.58,27.31,29.43,30.34,33.46
EBITDA per Share,8.26,-1.29,2.68,3.89,2.68,4.12,5.85,7.52,6.53,4.38
Operating Income per Share,4.91,-3.22,0.72,1.01,1.36,1.78,3.76,5.49,4.11,-7.29
"Basic EPS, GAAP",4.28,-3.48,-0.10,0.75,1.57,2.95,3.58,5.14,3.62,-7.03
Basic EPS from Cont Ops,4.28,-3.48,-0.10,0.75,1.57,2.95,3.58,5.14,3.62,-7.03
"Diluted EPS, GAAP",3.18,-3.48,-0.10,0.72,1.54,2.90,3.54,5.09,3.58,-7.03
Diluted EPS from Cont Ops,3.18,-3.48,-0.10,0.72,1.54,2.90,3.54,5.09,3.58,-7.03
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,8.29,2.65,3.13,3.68,3.57,7.45,6.06,7.96,2.23,0.01
Free Cash Flow per Basic Share,7.93,2.03,2.69,3.44,2.78,6.86,5.59,7.36,0.86,-1.27
Cash & Equivalents per Share,10.52,12.43,14.66,13.57,12.49,14.00,17.63,23.72,22.12,6.01
Book Value per Share,1.37,-1.78,-1.92,-0.96,0.66,7.84,11.31,16.26,19.85,6.90
Tangible Book Value per Share,5.18,2.45,1.67,1.49,3.04,8.76,14.97,18.97,18.31,-19.24
