,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,9.88,8.87,9.36,8.80,8.73,9.22,9.40,8.99,8.87,8.32
Days Sales Outstanding,36.94,41.14,38.98,41.47,41.79,39.59,38.84,40.58,41.17,43.85
Inventory Turnover,12.21,12.63,12.11,12.86,12.55,10.82,11.92,13.22,12.62,9.36
Days Inventory Outstanding,29.89,28.89,30.15,28.38,29.08,33.74,30.63,27.61,28.93,39.01
Accounts Payable Turnover,20.11,18.91,18.27,16.55,14.90,11.53,9.48,8.19,7.95,8.75
Accounts Payable Turnover Days,18.15,19.30,19.97,22.05,24.50,31.67,38.52,44.56,45.92,41.70
Cash Conversion Cycle,48.68,50.73,49.16,47.80,46.37,41.66,30.95,23.63,24.17,41.15
Inventory to Cash Days,7.05,12.25,8.83,13.09,12.71,5.84,8.20,12.98,12.24,4.84
Inventories,1476,1591,1627,1217,1616,1846,1383,1282,1559,2568
Raw Materials,361,350,372,327,589,681,599,640,975,1691
Work In Process,24,5,2,0,1,0,10,25,54,150
Finished Goods,1052,1201,1203,872,1003,1132,752,601,519,717
Other Inventory,39,35,50,18,23,33,22,16,11,10
