,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),18.81,18.46,17.78,15.76,22.20,19.71,22.59,19.71,23.99,21.21
Return on Assets (%),4.20,4.23,4.14,3.90,5.67,5.28,6.45,5.57,6.64,6.02
Return on Capital (%),10.38,10.17,9.77,9.09,12.97,11.16,13.21,11.90,14.31,12.85
Return on Invested Capital (%),0,0,0,0,0,0,0,0,0,0
Gross Margin (%),100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
EBITDA Margin (%),1.28,1.15,1.15,1.07,0.99,1.23,1.09,0.95,0.94,1.07
Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Incremental Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Pretax Margin (%),5.41,5.91,5.85,5.37,4.40,5.50,5.74,5.12,5.72,4.96
Profit Margin (%),3.51,3.48,3.23,2.91,4.27,4.07,4.61,3.75,4.40,3.85
Net Income to Common Margin (%),3.51,3.48,3.23,2.91,4.27,4.07,4.61,3.75,4.40,3.85
Effective Tax Rate (%),31.40,41.39,44.72,45.78,3.05,26.01,19.68,26.71,23.09,22.53
Dvd Payout Ratio (%),17.01,18.78,25.65,27.69,18.34,20.69,17.02,20.87,18.14,20.44
Sustainable Growth Rate (%),15.61,15.00,13.22,11.39,18.13,15.63,18.74,15.60,19.64,16.87
