,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,26840,34374,36824,37919,57622,66686,77220,77068,112943,122065
- Cash & Cash Equivalents,1582,2152,2114,4075,3609,3934,4937,5741,4880,7387
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,68,87
+ Total Debt,14492,15152,15865,15727,19932,19211,20085,20035,23031,24114
Enterprise Value,22695,29887,33636,32392,56550,65250,72679,67929,104895,112927
Total Capital,28308,29169,30646,32290,37989,39202,42661,43840,50189,53927
Total Debt/Capital (%),51.19,51.95,51.77,48.71,52.47,49.01,47.08,45.70,45.89,44.72
Total Debt / EV,0.64,0.51,0.47,0.49,0.35,0.29,0.28,0.29,0.22,0.21
EV/Sales,0.32,0.40,0.42,0.38,0.63,0.71,0.70,0.56,0.76,0.72
EV/EBITDA,24.97,35.12,37.05,35.52,63.47,57.64,64.15,58.86,80.56,67.42
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,6.55,8.03,7.51,9.01,11.54,14.88,10.91,6.03,11.68,12.47
EV/Free Cash Flow to Firm,5.57,6.87,6.62,7.75,9.94,11.67,9.39,5.53,10.42,11.06
Diluted Market Cap,27804,36655,38468,38545,60258,65884,79472,79863,115293,124549
Diluted Enterprise Value,40713,49656,52219,50196,76581,81161,94620,94157,133512,141363
EV per Share,77.39,111.47,128.76,122.81,220.83,253.50,287.36,276.81,433.86,474.57
TTM Sales,71024,73874,79157,84863,90039,92105,104213,121867,138639,156595
TTM EBITDA,909,851,908,912,891,1132,1133,1154,1302,1675
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,3466,3721,4477,3596,4901,4384,6660,11263,8978,9058
TTM Free Cash Flow to Firm,4073,4348,5080,4180,5691,5592,7737,12284,10065,10210
