,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,7021,7348,8081,9238,10187,13617,12185,10442,10417,12461
ST Debt,647,211,1265,1517,769,1857,974,29,928,1175
LT Debt,6373,7138,6816,7721,9418,11760,11211,10413,9488,11287
Total Debt/EBITDA,5.61,4.32,4.07,3.80,3.95,4.96,4.27,3.37,3.13,3.86
Net Debt/EBITDA,5.56,4.25,4.03,3.73,3.92,4.93,4.24,3.23,3.07,3.82
Total Debt/EBIT,6.40,4.90,4.58,4.32,4.46,5.64,4.82,3.73,3.48,4.38
Net Debt/EBIT,6.34,4.82,4.53,4.24,4.42,5.61,4.78,3.56,3.41,4.34
EBITDA to Interest Expense,3.87,5.04,6.33,7.29,7.77,7.48,6.66,8.02,9.35,8.09
EBITDA-CapEx/Interest Expense,3.18,2.91,3.49,4.57,4.58,5.06,4.97,5.78,6.47,5.50
EBIT to Interest Expense,3.39,4.44,5.62,6.41,6.88,6.57,5.90,7.26,8.41,7.13
Interest Expense,323,338,314,333,332,367,429,386,356,399
Common Equity/Total Assets,31.05,34.87,35.92,39.31,44.94,48.85,50.13,55.78,56.11,50.06
Long-Term Debt/Equity (%),127.94,121.36,101.86,112.14,116.80,91.61,89.87,74.76,78.75,129.23
Long-Term Debt/Capital (%),55.61,56.03,47.64,46.67,48.46,41.73,42.75,40.22,37.59,44.92
Long-Term Debt/Total Assets (%),44.56,47.13,40.18,41.50,45.85,40.23,41.03,38.42,36.70,45.76
Total Debt/Equity (%),140.94,124.94,120.76,134.18,126.34,106.07,97.68,74.97,86.46,142.68
Total Debt/Capital (%),61.25,57.68,56.49,55.84,52.42,48.32,46.46,40.33,41.27,49.59
Total Debt/Total Assets (%),49.09,48.52,47.63,49.66,49.60,46.58,44.59,38.53,40.29,50.53
Net Debt to Equity,139.65,123.07,119.52,131.60,125.22,105.34,97.03,71.66,84.80,141.15
Net Debt/Capital (%),61.04,57.31,56.23,55.36,52.19,48.15,46.30,39.25,40.80,49.32
EBITDA,1252,1702,1986,2431,2578,2745,2857,3095,3333,3227
EBITDA-CapEx,1028,983,1095,1524,1521,1859,2130,2230,2306,2191
Operating Income (Loss),1097,1500,1765,2137,2285,2412,2530,2801,2996,2843
