,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Accounts Receivable Turnover,8.87,9.84,9.84,9.98,10.03,10.00,9.75,10.44,10.47,10.50
Days Sales Outstanding,41.17,37.09,37.11,36.58,36.41,36.50,37.44,34.96,34.85,34.76
Inventory Turnover,1.78,1.93,1.96,2.00,1.87,1.92,2.39,3.11,2.87,2.70
Days Inventory Outstanding,204.63,188.93,186.18,182.72,195.64,190.58,152.56,117.21,127.08,135.29
Accounts Payable Turnover,12.45,12.16,10.15,7.90,6.77,6.75,5.85,7.99,6.47,5.44
Accounts Payable Turnover Days,29.31,30.01,35.95,46.22,53.95,54.05,62.39,45.67,56.43,67.06
Cash Conversion Cycle,216.48,196.01,187.34,173.08,178.10,173.03,127.61,106.50,105.50,102.99
Inventory to Cash Days,-163.46,-151.84,-149.07,-146.14,-159.23,-154.08,-115.12,-82.26,-92.23,-100.52
Inventories,1744,1827,1852,1955,2084,2130,1374,1291,1573,1899
Raw Materials,88,106,107,150,161,183,172,151,185,246
Work In Process,1235,1244,1219,1260,1383,1481,815,736,805,968
Finished Goods,421,477,526,545,540,467,387,404,583,685
Other Inventory,0,0,0,0,0,0,0,0,0,0
