,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,17.73,25.50,13.14,13.93,11.28,10.87,12.65,0,25.89,37.04
Price/Earnings Average,13.29,17.40,12.42,11.62,9.78,13.03,12.42,-7.35,31.90,44.09
Price/Earnings High,17.89,25.97,15.56,14.34,11.54,15.46,13.75,-10.81,39.23,55.12
Price/Earnings Low,9.76,11.36,9.50,9.49,8.39,10.29,10.43,-4.13,23.43,33.23
Price/Book Value,1.82,3.46,2.75,2.51,2.50,1.54,1.50,1.75,1.52,1.17
Price/Book Value Average,1.37,2.36,2.60,2.09,2.16,1.85,1.47,1.51,1.87,1.39
Price/Book Value High,1.84,3.53,3.25,2.58,2.56,2.19,1.63,2.22,2.30,1.74
Price/Book Value Low,1.00,1.54,1.99,1.71,1.86,1.46,1.23,0.85,1.37,1.05
Price/Tangible Book Value,2.07,4.91,4.39,4.10,4.07,2.91,3.17,3.47,2.68,2.06
Price/Tangible Book Value Average,1.55,3.35,4.15,3.42,3.53,3.49,3.11,2.99,3.30,2.45
Price/Tangible Book Value High,2.09,5.00,5.20,4.22,4.17,4.14,3.44,4.39,4.06,3.06
Price/Tangible Book Value Low,1.14,2.19,3.18,2.80,3.03,2.75,2.61,1.68,2.42,1.85
Price/Sales,0.76,1.56,1.45,1.53,1.86,1.22,1.30,2.90,1.60,0.84
Price/Sales Average,0.57,1.06,1.37,1.28,1.61,1.46,1.27,2.50,1.97,1.00
Price/Sales High,0.76,1.59,1.71,1.58,1.90,1.74,1.41,3.67,2.43,1.25
Price/Sales Low,0.42,0.69,1.05,1.04,1.38,1.16,1.07,1.40,1.45,0.75
Price/Cash Flow,5.37,9.98,8.85,7.28,10.01,5.48,7.30,-23.27,10.89,5.27
Price/Cash Flow Average,4.03,6.81,8.36,6.07,8.68,6.57,7.16,-20.04,13.42,6.27
Price/Cash Flow High,5.42,10.17,10.48,7.49,10.25,7.79,7.93,-29.49,16.51,7.84
Price/Cash Flow Low,2.95,4.45,6.40,4.96,7.45,5.19,6.02,-11.26,9.86,4.73
Price/Free Cash Flow,3.43,9.84,8.68,7.17,9.73,5.43,5.81,-42.85,11.18,5.67
Price/Free Cash Flow Average,2.57,6.72,8.21,5.98,8.44,6.51,5.71,-36.91,13.77,6.75
Price/Free Cash Flow High,3.47,10.02,10.28,7.38,9.96,7.72,6.32,-54.31,16.94,8.44
Price/Free Cash Flow Low,1.89,4.38,6.28,4.88,7.24,5.14,4.80,-20.74,10.11,5.09
EV/Sales,0.73,1.52,1.42,1.51,1.84,1.16,1.25,2.90,1.40,0.72
EV/Sales Average,0.64,1.12,1.42,1.34,1.68,1.48,1.29,2.73,1.96,1.00
EV/Sales High,0.83,1.64,1.76,1.63,1.96,1.74,1.42,3.96,2.42,1.25
EV/Sales Low,0.49,0.76,1.11,1.11,1.46,1.18,1.10,1.59,1.44,0.75
EV/EBITDA,5.76,8.57,5.45,6.17,8.22,5.79,6.70,0,7.37,7.24
EV/EBITDA Average,5.09,6.34,5.44,5.48,7.51,7.38,6.95,-9.66,10.35,10.03
EV/EBITDA High,6.62,9.25,6.74,6.68,8.79,8.69,7.65,-14.01,12.74,12.54
EV/EBITDA Low,3.91,4.29,4.24,4.54,6.52,5.90,5.89,-5.62,7.58,7.55
EV/EBIT,9.43,11.99,6.79,8.18,11.07,7.96,9.47,0,12.83,16.85
EV/EBIT Average,8.32,8.87,6.77,7.26,10.12,10.14,9.81,-6.48,18.00,23.35
EV/EBIT High,10.83,12.94,8.39,8.85,11.83,11.94,10.81,-9.40,22.16,29.20
EV/EBIT Low,6.39,6.00,5.27,6.01,8.77,8.11,8.32,-3.77,13.19,17.58
Last Price,18.83,42.17,43.35,49.84,65.45,46.76,54.08,46.41,42.72,33.67
High Price,19.00,42.94,51.34,51.31,66.99,66.52,58.77,58.83,64.75,50.10
Low Price,10.36,18.78,31.36,33.96,48.71,44.28,44.61,22.47,38.66,30.20
Enterprise Value,12858,28194,28201,30742,38916,25528,27995,26269,22072,17139
Enterprise Value Average,11355,20854,28124,27287,35565,32508,29005,24744,30977,23745
Enterprise Value High,14774,30420,34843,33271,41600,38282,31953,35874,38141,29698
Enterprise Value Low,8722,14098,21904,22598,30841,25992,24603,14404,22692,17878
