,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,24175,41958,43855,57909,60619,56167,71597,84245,75859,90481
ST Debt,1508,1999,3750,9797,4491,4494,2371,8250,3749,4061
LT Debt,22667,39959,40105,48112,56128,51673,69226,75995,72110,86420
Total Debt/EBITDA,1.35,2.45,2.81,3.68,3.54,3.32,4.17,4.51,4.00,4.55
Net Debt/EBITDA,0.36,1.18,1.52,2.30,2.28,2.10,2.00,2.90,2.87,4.06
Total Debt/EBIT,1.61,2.94,3.35,4.36,4.23,4.01,5.04,5.34,4.79,6.57
Net Debt/EBIT,0.43,1.42,1.81,2.72,2.72,2.54,2.42,3.43,3.44,5.86
EBITDA to Interest Expense,19.57,15.00,10.64,8.75,8.45,8.14,8.61,7.49,6.88,5.67
EBITDA-CapEx/Interest Expense,18.94,13.79,9.83,7.62,7.59,7.34,7.82,6.64,5.24,3.19
EBIT to Interest Expense,16.39,12.50,8.93,7.38,7.07,6.73,7.12,6.32,5.75,3.93
Interest Expense,914,1143,1467,1798,2025,2082,1995,2496,2755,3505
Common Equity/Total Assets,52.07,44.78,42.88,40.49,34.50,21.54,11.95,4.89,-4.14,0
Long-Term Debt/Equity (%),47.77,81.39,83.92,88.69,121.43,231.06,544.36,1276.80,0,5553.98
Long-Term Debt/Capital (%),31.58,43.41,43.38,42.59,51.74,64.46,80.47,83.17,100.46,95.51
Long-Term Debt/Total Assets (%),25.09,36.03,35.75,35.64,40.89,47.53,59.97,57.96,65.98,64.31
Total Debt/Equity (%),50.95,85.46,91.77,106.75,131.14,251.16,563.00,1415.41,-1315.17,5814.97
Total Debt/Capital (%),33.68,45.58,47.43,51.27,55.88,70.07,83.22,92.20,105.68,100.00
Total Debt/Total Assets (%),26.76,37.83,39.09,42.90,44.16,51.67,62.02,64.26,69.41,67.33
Net Debt to Equity,13.50,41.23,49.60,66.59,84.37,159.43,270.17,909.73,-944.45,5187.40
Net Debt/Capital (%),11.86,28.78,32.78,39.62,44.90,59.78,70.42,88.37,108.09,100.00
EBITDA,17891,17150,15613,15727,17104,16941,17170,18698,18952,19881
EBITDA-CapEx,17311,15759,14424,13706,15368,15281,15606,16563,14441,11186
Operating Income (Loss),14983,14289,13104,13276,14319,14022,14202,15782,15830,13773
