,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),51.17,34.69,34.11,32.51,40.32,35.27,27.73,16.64,28.32,32.74
Return on Assets (%),11.47,7.41,8.22,8.13,11.17,11.56,10.09,6.29,11.02,13.00
Return on Capital (%),0,12.45,13.56,13.12,17.40,17.39,15.48,9.61,16.77,18.33
Return on Invested Capital (%),0,12.38,12.63,12.50,16.53,16.85,15.02,10.25,15.95,17.47
Gross Margin (%),23.67,21.01,21.04,22.07,22.84,23.46,23.61,20.57,24.23,24.66
EBITDA Margin (%),20.70,19.66,19.52,20.12,20.81,21.67,21.16,18.62,22.17,22.87
Operating Margin (%),14.76,12.99,13.18,13.92,14.73,15.81,15.60,12.46,16.77,17.48
Incremental Operating Margin (%),10.43,10.02,2.98,128.42,21.78,27.96,44.73,83.83,43.50,24.85
Pretax Margin (%),11.56,10.50,11.57,11.91,12.86,13.84,13.17,9.50,14.34,16.10
Profit Margin (%),12.04,6.71,7.61,7.78,10.37,10.52,10.00,6.92,10.88,12.15
Net Income to Common Margin (%),12.04,6.71,7.61,7.78,10.37,10.52,10.00,6.92,10.88,12.15
Effective Tax Rate (%),0,36.09,34.27,34.70,19.31,23.96,24.06,27.14,24.14,24.55
Dvd Payout Ratio (%),24.73,40.09,45.97,48.06,35.54,36.33,42.89,64.99,45.16,40.81
Sustainable Growth Rate (%),38.52,20.78,18.43,16.88,25.99,22.46,15.84,5.82,15.53,19.38
