,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,98,98,96,94,94,95,95,95,94,90
Diluted Weighted Avg Shares,98,98,98,94,94,94,95,95,95,93
Basic Weighted Avg Shares,97,98,98,94,94,94,95,95,95,93
Revenue per Share,37.95,59.48,58.76,61.79,68.92,74.91,73.60,70.19,81.52,91.22
EBITDA per Share,7.86,11.70,11.47,12.43,14.34,16.23,15.58,13.07,18.07,20.86
Operating Income per Share,5.60,7.72,7.74,8.60,10.15,11.84,11.48,8.75,13.67,15.95
"Basic EPS, GAAP",4.57,3.99,4.47,4.81,7.15,7.88,7.36,4.86,8.87,11.08
Basic EPS from Cont Ops,4.57,3.99,4.47,4.81,7.15,7.88,7.36,4.86,8.87,11.08
"Diluted EPS, GAAP",4.52,3.99,4.47,4.80,7.14,7.86,7.36,4.86,8.87,11.08
Diluted EPS from Cont Ops,4.52,3.99,4.47,4.80,7.14,7.86,7.36,4.86,8.87,11.08
Dividend per Share,1.13,1.60,2.05,2.31,2.54,2.86,3.16,3.16,4.01,4.52
Cash Flow per Share,6.30,7.48,7.80,8.57,9.15,12.60,12.76,10.89,11.54,16.09
Free Cash Flow per Basic Share,3.87,3.21,4.59,5.63,5.49,6.71,8.54,6.45,5.16,7.22
Cash & Equivalents per Share,1.95,1.27,1.92,2.54,2.30,3.83,8.10,11.39,7.54,4.52
Book Value per Share,10.39,12.63,13.72,15.39,19.81,24.52,28.57,29.92,33.19,35.54
Tangible Book Value per Share,5.29,6.92,8.52,6.96,9.43,14.57,19.15,22.01,25.40,27.61
