,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,13.85,19.78,14.32,17.64,16.86,10.45,15.18,28.29,15.18,11.54
Price/Earnings Average,11.15,17.28,15.78,14.55,14.70,14.07,13.70,21.61,15.71,12.65
Price/Earnings High,14.09,20.09,18.99,18.39,16.98,16.64,15.60,28.59,17.65,15.21
Price/Earnings Low,8.29,14.30,13.04,9.22,11.75,9.88,11.12,14.62,14.07,9.98
Price/Book Value,6.09,6.25,4.67,5.51,6.08,3.36,3.91,4.59,4.06,3.60
Price/Book Value Average,4.90,5.46,5.14,4.54,5.31,4.52,3.53,3.51,4.20,3.95
Price/Book Value High,6.20,6.34,6.19,5.75,6.13,5.35,4.02,4.64,4.72,4.74
Price/Book Value Low,3.64,4.52,4.25,2.88,4.24,3.18,2.87,2.37,3.76,3.11
Price/Tangible Book Value,11.96,11.40,7.51,12.19,12.78,5.65,5.83,6.24,5.30,4.63
Price/Tangible Book Value Average,9.63,9.96,8.28,10.05,11.15,7.61,5.27,4.77,5.49,5.08
Price/Tangible Book Value High,12.17,11.58,9.97,12.71,12.87,9.00,5.99,6.31,6.16,6.10
Price/Tangible Book Value Low,7.15,8.24,6.84,6.37,8.91,5.35,4.28,3.23,4.91,4.00
Price/Sales,1.67,1.33,1.09,1.37,1.75,1.10,1.52,1.96,1.65,1.40
Price/Sales Average,1.34,1.16,1.20,1.13,1.53,1.48,1.37,1.50,1.71,1.54
Price/Sales High,1.70,1.35,1.44,1.43,1.76,1.75,1.56,1.98,1.92,1.85
Price/Sales Low,1.00,0.96,0.99,0.72,1.22,1.04,1.11,1.01,1.53,1.21
Price/Cash Flow,10.05,10.55,8.20,9.90,13.17,6.53,8.76,12.63,11.67,7.95
Price/Cash Flow Average,8.09,9.22,9.04,8.16,11.48,8.80,7.90,9.65,12.08,8.72
Price/Cash Flow High,10.22,10.71,10.88,10.32,13.26,10.41,8.99,12.76,13.57,10.48
Price/Cash Flow Low,6.01,7.63,7.47,5.17,9.18,6.18,6.42,6.53,10.81,6.87
Price/Free Cash Flow,7.32,6.72,5.81,7.39,9.42,4.46,6.58,8.97,7.52,5.13
Price/Free Cash Flow Average,5.90,5.87,6.40,6.09,8.21,6.01,5.94,6.85,7.78,5.62
Price/Free Cash Flow High,7.45,6.82,7.70,7.70,9.48,7.11,6.76,9.06,8.74,6.75
Price/Free Cash Flow Low,4.38,4.86,5.29,3.86,6.56,4.22,4.82,4.64,6.96,4.43
EV/Sales,2.34,1.71,1.45,1.80,2.14,1.41,1.80,2.21,1.89,1.63
EV/Sales Average,2.01,1.54,1.55,1.56,1.92,1.80,1.67,1.76,1.96,1.78
EV/Sales High,2.37,1.73,1.79,1.86,2.15,2.07,1.86,2.24,2.17,2.07
EV/Sales Low,1.66,1.34,1.35,1.14,1.61,1.35,1.41,1.28,1.78,1.46
EV/EBITDA,11.33,8.71,7.40,8.95,10.29,6.53,8.51,11.85,8.53,7.15
EV/EBITDA Average,9.73,7.85,7.96,7.75,9.21,8.30,7.87,9.45,8.84,7.76
EV/EBITDA High,11.47,8.81,9.19,9.24,10.35,9.56,8.77,12.05,9.77,9.07
EV/EBITDA Low,8.04,6.84,6.91,5.68,7.72,6.25,6.65,6.86,8.04,6.39
EV/EBIT,15.89,13.19,10.97,12.94,14.53,8.95,11.55,17.70,11.28,9.35
EV/EBIT Average,13.65,11.89,11.80,11.20,13.00,11.38,10.68,14.12,11.68,10.15
EV/EBIT High,16.09,13.34,13.62,13.36,14.62,13.11,11.90,18.00,12.92,11.87
EV/EBIT Low,11.28,10.35,10.24,8.20,10.91,8.57,9.03,10.24,10.63,8.36
Last Price,63.27,78.94,64.00,84.82,120.55,82.32,111.72,137.47,134.67,127.91
High Price,64.39,80.14,84.88,88.41,121.38,131.13,114.78,138.95,156.54,168.50
Low Price,37.86,57.06,58.29,44.32,84.01,77.90,81.87,71.05,124.78,110.56
Enterprise Value,8593,10022,8298,10410,13802,9920,12547,14690,14619,13861
Enterprise Value Average,7382,9038,8925,9008,12347,12617,11604,11720,15143,15049
Enterprise Value High,8703,10140,10305,10747,13880,14533,12925,14936,16750,17588
Enterprise Value Low,6099,7869,7749,6599,10356,9503,9808,8499,13781,12390
