,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,7.37,9.08,8.95,8.72,8.48,8.10,7.97,7.94,8.12,8.06
Days Sales Outstanding,49.55,40.20,40.77,41.87,43.04,45.08,45.79,45.99,44.94,45.27
Inventory Turnover,6.48,7.34,6.76,6.43,6.69,6.89,6.69,6.69,6.93,6.80
Days Inventory Outstanding,56.30,49.71,54.01,56.75,54.54,52.96,54.53,54.59,52.67,53.71
Accounts Payable Turnover,13.15,13.65,14.55,14.73,13.79,13.76,14.49,14.30,14.23,14.98
Accounts Payable Turnover Days,27.75,26.75,25.08,24.79,26.46,26.52,25.19,25.53,25.65,24.37
Cash Conversion Cycle,78.10,63.16,69.70,73.83,71.12,71.51,75.14,75.06,71.95,74.61
Inventory to Cash Days,-6.74,-9.51,-13.24,-14.89,-11.50,-7.88,-8.74,-8.60,-7.73,-8.44
Inventories,594,665,677,724,763,796,794,788,903,977
Raw Materials,370,437,473,504,533,583,575,593,685,763
Work In Process,14,11,14,13,13,14,11,12,16,16
Finished Goods,210,216,190,207,217,199,208,184,201,198
Other Inventory,72,0,0,0,0,0,0,0,0,0
