,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.29,0.20,0.33,0.38,0.26,0.52,1.06,1.38,0.80,0.46
Current Ratio,2.32,2.58,2.77,2.71,2.30,3.05,3.42,3.51,3.09,2.86
Quick Ratio,1.30,1.27,1.51,1.51,1.34,1.85,2.27,2.45,2.02,1.68
CFO/Avg Current Liab,1.32,1.16,1.30,1.35,1.17,1.55,1.70,1.37,1.31,1.70
Common Equity/Total Assets,19.45,23.24,24.95,25.06,30.15,35.26,37.39,38.16,39.60,39.83
Long-Term Debt/Equity (%),186.67,155.89,142.31,150.03,114.51,93.60,86.96,82.17,73.84,74.15
Long-Term Debt/Capital (%),70.49,65.47,63.67,64.16,55.31,51.90,49.09,47.85,45.64,45.46
Long-Term Debt/Total Assets (%),48.30,44.34,43.98,45.70,40.33,38.07,36.91,35.88,33.99,33.97
Total Debt/Equity (%),189.62,156.39,142.78,151.57,121.45,93.65,89.04,84.34,75.75,76.17
Total Debt/Capital (%),71.61,65.68,63.89,64.82,58.66,51.93,50.26,49.12,46.82,46.70
Total Debt/Total Assets (%),49.06,44.49,44.13,46.17,42.77,38.09,37.79,36.83,34.86,34.90
CFO/Total Liabilities,15.65,19.23,20.89,19.94,21.32,30.28,28.99,24.67,25.87,34.47
CFO/CapEx,2.59,1.75,2.42,2.92,2.50,2.14,3.02,2.45,1.81,1.81
Altman's Z-Score,2.76,3.72,3.53,3.71,4.45,4.16,4.27,4.37,4.60,4.49
