,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,8416,8503,9130,9112,9336,10102,11176,11194,11975,11822
ST Debt,275,120,129,165,178,1929,475,538,573,627
LT Debt,8141,8383,9001,8947,9158,8173,10701,10656,11402,11196
Total Debt/EBITDA,4.24,3.57,4.56,3.65,3.89,4.85,4.71,4.84,4.89,5.78
Net Debt/EBITDA,3.76,3.16,3.81,3.29,3.68,4.70,2.96,3.35,3.45,4.24
Total Debt/EBIT,5.77,4.75,6.70,5.14,5.76,6.78,6.37,6.65,6.76,9.01
Net Debt/EBIT,5.12,4.21,5.60,4.62,5.45,6.56,3.99,4.61,4.77,6.61
EBITDA to Interest Expense,4.62,5.81,4.90,6.02,5.57,4.27,5.34,7.61,8.59,5.73
EBITDA-CapEx/Interest Expense,3.18,4.24,3.17,4.02,3.46,2.24,3.61,5.39,6.34,4.04
EBIT to Interest Expense,3.39,4.37,3.34,4.28,3.76,3.06,3.96,5.54,6.21,3.68
Interest Expense,430,410,408,414,431,487,444,304,285,357
Common Equity/Total Assets,19.67,22.78,23.57,19.80,19.18,14.36,8.27,5.02,2.07,1.03
Long-Term Debt/Equity (%),153.53,135.43,151.33,153.65,155.29,162.38,305.79,367.85,480.89,503.22
Long-Term Debt/Capital (%),64.36,61.59,61.80,63.92,64.60,57.66,76.58,78.58,81.76,82.87
Long-Term Debt/Total Assets (%),47.61,46.72,48.70,47.74,48.33,42.77,61.82,62.72,66.59,66.14
Total Debt/Equity (%),158.71,137.37,153.50,156.49,158.31,200.72,319.35,386.43,505.08,531.40
Total Debt/Capital (%),66.53,62.48,62.69,65.10,65.85,71.27,79.98,82.55,85.87,87.51
Total Debt/Total Assets (%),49.22,47.39,49.40,48.62,49.27,52.86,64.56,65.89,69.94,69.84
Net Debt to Equity,140.86,121.77,128.29,140.81,149.69,194.30,200.19,267.91,356.24,390.14
Net Debt/Capital (%),63.82,59.61,58.41,62.66,64.58,70.60,54.43,58.64,62.64,65.43
EBITDA,1987,2383,2001,2494,2397,2081,2371,2314,2451,2045
EBITDA-CapEx,1365,1740,1293,1665,1492,1094,1604,1640,1810,1442
Operating Income (Loss),1459,1792,1363,1774,1620,1490,1756,1684,1770,1313
