,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,213,216,210,195,182,166,126,110,97,90
Diluted Weighted Avg Shares,215,217,216,205,191,172,154,123,110,96
Basic Weighted Avg Shares,210,212,212,202,189,171,153,120,105,93
Revenue per Share,56.04,60.27,65.05,73.13,57.66,66.78,74.35,96.42,110.41,124.85
EBITDA per Share,9.46,11.22,9.44,12.37,12.71,12.19,15.48,19.32,23.29,21.99
Operating Income per Share,6.95,8.44,6.43,8.80,8.59,8.73,11.46,14.06,16.82,14.11
"Basic EPS, GAAP",3.02,3.41,1.27,4.36,3.52,0.93,5.29,6.46,9.30,6.03
Basic EPS from Cont Ops,3.54,4.07,2.02,5.12,5.70,4.63,5.98,8.38,11.52,8.26
"Diluted EPS, GAAP",2.95,3.33,1.25,4.29,3.47,0.92,5.27,6.31,8.90,5.85
Diluted EPS from Cont Ops,3.46,3.98,1.98,5.04,5.62,4.58,5.95,8.19,11.02,8.02
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,8.45,6.87,7.35,9.74,10.11,10.37,13.53,16.52,18.35,16.82
Free Cash Flow per Basic Share,5.49,3.85,4.01,5.63,5.31,4.59,8.52,10.89,12.25,10.34
Cash & Equivalents per Share,4.47,6.04,9.09,6.29,3.02,1.96,8.85,3.14,4.98,3.56
Book Value per Share,15.78,18.95,20.77,19.07,19.92,16.49,11.38,7.76,3.64,1.93
Tangible Book Value per Share,-27.84,-24.00,-24.00,-26.28,-4.53,-11.59,-27.21,-38.10,-49.88,-55.68
