,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,13491,16389,14687,12490,13183,8381,9322,12697,11021,6751
- Cash & Cash Equivalents,946,965,1499,913,508,323,1102,325,462,244
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,870,1020,1077,1175,1207,1330,1366,1513,1615,1512
+ Total Debt,8416,8503,9130,9112,9336,10102,11176,11194,11975,11822
Enterprise Value,21824,24609,22988,21554,23175,19487,20751,25059,24127,19764
Total Capital,12650,13611,14565,13998,14178,14175,13974,13560,13945,13510
Total Debt/Capital (%),66.53,62.48,62.69,65.10,65.85,71.27,79.98,82.55,85.87,87.51
Total Debt / EV,0.39,0.35,0.40,0.42,0.40,0.52,0.54,0.45,0.50,0.60
EV/Sales,1.86,1.92,1.67,1.46,2.13,1.71,1.82,2.17,2.08,1.70
EV/EBITDA,10.99,10.33,11.49,8.64,9.67,9.36,8.75,10.83,9.84,9.66
EV/EBIT,14.96,13.73,16.87,12.15,14.31,13.08,11.82,14.88,13.63,15.06
EV/Cash Flow to Firm,10.61,14.23,12.78,9.58,10.35,9.11,8.60,11.34,11.18,10.69
EV/Free Cash Flow to Firm,8.15,10.37,9.17,7.00,7.37,6.23,6.53,8.69,8.62,8.06
Diluted Market Cap,13592,16487,15142,13155,13825,8682,11394,14163,12455,7156
Diluted Enterprise Value,21932,25044,23851,22529,23860,19791,22834,26545,25584,20247
EV per Share,102.38,114.12,109.59,110.79,127.01,117.12,164.89,227.95,248.00,218.60
TTM Sales,11764,12795,13782,14745,10877,11405,11388,11551,11619,11610
TTM EBITDA,1987,2383,2001,2494,2397,2081,2371,2314,2451,2045
TTM Operating Income,1459,1792,1363,1774,1620,1490,1756,1684,1770,1313
TTM Cash Flow to Firm,2058,1730,1799,2251,2238,2139,2412,2211,2159,1848
TTM Free Cash Flow to Firm,2679,2372,2507,3080,3144,3126,3179,2885,2800,2452
