,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,13770,14584,11688,11410,12882,13729,13739,3612,4234,4110
+ Sales & Services Revenue,13770,14584,11688,11410,12882,13729,13739,3612,4234,4110
- Cost of Revenue,9084,9190,7540,7294,7996,8462,8364,2608,2626,2460
+ Cost of Goods & Services,9084,9190,7540,7294,7996,8462,8364,2608,2626,2460
Gross Profit,4686,5394,4148,4116,4886,5267,5375,1004,1608,1650
+ Other Operating Income,-9084,-9190,-7540,-7294,-7996,-8462,-8364,-2608,-2626,-2460
- Operating Expenses,10350,10478,8812,8838,9400,9828,9951,5220,4896,4893
"+ Selling, General & Admin",9274,9365,7716,7550,8170,8664,8677,3968,3671,3646
+ Research & Development,16,14,10,9,13,12,24,18,109,143
+ Other Operating Expense,1061,1098,1085,1279,1217,1152,1250,1234,1116,1104
Operating Income (Loss),3419,4106,2877,2572,3482,3901,3788,-1608,-662,-783
- Non-Operating (Income) Loss,276,273,255,317,430,575,16,573,812,604
"+ Interest Expense, Net",255,249,250,264,311,387,481,515,617,586
+ Interest Expense,271,274,265,274,327,446,555,536,621,702
- Interest Income,16,26,15,10,16,59,74,21,4,116
+ Other Non-Op (Income) Loss,21,25,5,53,119,188,-465,58,195,18
Pretax Income,3144,3833,2622,2255,3052,3326,3772,-2181,-1474,-1387
- Income Tax Expense (Benefit),189,245,236,239,-209,375,468,-38,-5,154
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,2955,3588,2386,2016,3261,2951,3304,-2143,-1469,-1541
- Net Extraordinary Losses (Gains),1297,1495,839,692,910,1076,1212,-916,-823,-3848
+ Discontinued Operations,0,0,0,0,0,0,136,-243,193,2898
+ Extraord. & Accounting Changes,1297,1495,839,692,910,1076,1076,-673,-1016,-6746
Income (Loss) Incl. MI,1657,2093,1547,1324,2351,1875,2092,-1227,-646,2307
- Minority Interest,-649,-747,-419,-346,-455,-538,-606,458,315,475
"Net Income, GAAP",2306,2841,1966,1670,2806,2413,2698,-1685,-961,1832
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",2306,2841,1966,1670,2806,2413,2698,-1685,-961,1832
Basic Weighted Avg Shares,822,806,797,795,792,786,771,764,764,764
"Basic EPS, GAAP",2.80,3.52,2.47,2.10,3.54,3.07,3.50,-2.21,-1.26,2.40
Basic EPS from Cont Ops,3.59,4.45,2.99,2.54,4.12,3.75,4.29,-2.80,-1.92,-2.02
Diluted Weighted Avg Shares,826,808,798,795,792,786,771,764,764,764
"Diluted EPS, GAAP",2.79,3.52,2.47,2.10,3.54,3.07,3.50,-2.21,-1.26,2.40
Diluted EPS from Cont Ops,3.58,4.44,2.99,2.54,4.12,3.75,4.29,-2.80,-1.92,-2.02
EBITDA,4467,5178,3914,3721,4690,5047,5004,-393,435,308
EBITDA Margin (%),32.44,35.51,33.49,32.61,36.41,36.76,36.42,-10.88,10.27,7.49
EBITA,3419,4106,2877,2572,3482,3901,3788,-1608,-662,-783
EBIT,3419,4106,2877,2572,3482,3901,3788,-1608,-662,-783
Gross Margin (%),34.03,36.98,35.49,36.07,37.93,38.36,39.12,27.80,37.98,40.15
Operating Margin (%),24.83,28.15,24.61,22.54,27.03,28.41,27.57,-44.52,-15.64,-19.05
Profit Margin (%),16.75,19.48,16.82,14.64,21.78,17.58,19.64,-46.65,-22.70,44.57
Sales per Employee,283915,300698,251365,232857,255089,266583,274780,78522,94720,115126
Dividend per Share,1.90,2.96,3.38,3.66,3.72,3.79,3.89,1.19,0,0
Depreciation Expense,1048,1072,1038,1149,1208,1146,1216,1215,1097,1091
