,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,10397,19566,13145,10304,13949,10734,6220,4828,12206,19169
+ Sales & Services Revenue,10397,19566,13145,10304,13949,10734,6220,4828,12206,19169
- Cost of Revenue,4794,10669,9937,7559,11627,3883,5506,4436,8527,10800
+ Cost of Goods & Services,4794,10669,9937,7559,11627,3883,5506,4436,8527,10800
Gross Profit,5603,8897,3208,2745,2322,6851,714,392,3679,8369
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,3006,3272,3037,2291,1252,5190,533,505,433,424
"+ Selling, General & Admin",617,847,855,645,872,5013,475,338,391,395
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,2389,2425,2182,1646,380,177,58,167,42,29
Operating Income (Loss),2597,5625,171,454,1070,1661,181,-113,3246,7945
- Non-Operating (Income) Loss,2448,1566,21439,4331,174,741,290,2977,348,170
"+ Interest Expense, Net",397,516,511,904,498,562,217,247,386,332
+ Interest Expense,417,526,517,904,498,594,250,259,388,370
- Interest Income,20,10,6,0,0,32,33,12,2,38
+ Other Non-Op (Income) Loss,2051,1050,20928,3427,-324,179,73,2730,-38,-162
Pretax Income,149,4059,-21268,-3877,896,920,-109,-3090,2898,7775
- Income Tax Expense (Benefit),169,2368,-6065,-173,-182,156,-30,-547,65,1738
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,-20,1691,-15203,-3704,1078,764,-79,-2543,2833,6037
- Net Extraordinary Losses (Gains),0,168,-1498,-804,360,-2140,278,146,40,44
+ Discontinued Operations,0,0,0,0,1045,2460,-274,-128,0,0
+ Extraord. & Accounting Changes,0,168,-1498,-804,-685,-4600,552,274,40,44
Income (Loss) Incl. MI,-20,1523,-13705,-2900,718,2904,-357,-2689,2793,5993
- Minority Interest,0,-84,749,402,-180,-160,-2,-9,-20,-22
"Net Income, GAAP",-20,1607,-14454,-3302,898,3064,-355,-2680,2813,6015
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",-20,1607,-14454,-3302,898,3064,-355,-2680,2813,6015
Basic Weighted Avg Shares,406,409,412,513,525,499,407,377,663,651
"Basic EPS, GAAP",-0.05,3.93,-35.08,-6.44,1.71,6.14,-0.87,-7.11,4.24,9.24
Basic EPS from Cont Ops,-0.05,4.13,-36.90,-7.22,2.05,1.53,-0.19,-6.75,4.27,9.27
Diluted Weighted Avg Shares,406,411,412,513,528,502,407,377,663,653
"Diluted EPS, GAAP",-0.05,3.91,-35.08,-6.44,1.70,6.10,-0.87,-7.11,4.24,9.21
Diluted EPS from Cont Ops,-0.05,4.11,-36.90,-7.22,2.04,1.52,-0.19,-6.75,4.27,9.25
EBITDA,5377,8944,3300,2246,3144,3319,1678,1187,5404,10168
EBITDA Margin (%),51.72,45.71,25.10,21.80,22.54,30.92,26.98,24.59,44.27,53.04
EBITA,2597,5625,171,454,1070,1661,181,-113,3246,7945
EBIT,2597,5625,171,454,1070,1661,181,-113,3246,7945
Gross Margin (%),53.89,45.47,24.40,26.64,16.65,63.83,11.48,8.12,30.14,43.66
Operating Margin (%),24.98,28.75,1.30,4.41,7.67,15.47,2.91,-2.34,26.59,41.45
Profit Margin (%),-0.19,8.21,-109.96,-32.05,6.44,28.54,-5.71,-55.51,23.05,31.38
Sales per Employee,1762203,2964545,1991667,2060800,2846735,3701379,3455556,3448571,7628750,10649444
Dividend per Share,0.86,0.94,0.96,0.43,0.24,0.30,0.34,0.68,1.98,5.19
Depreciation Expense,2780,3319,3129,1792,2074,1658,1497,1300,2158,2223
