,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,8834,9999,6950,7909,9002,9133,9643,9746,9802,11663
ST Debt,1241,1844,1001,1851,1490,2027,1787,526,618,2139
LT Debt,7593,8156,5949,6058,7512,7105,7856,9220,9183,9524
Total Debt/EBITDA,5.30,5.59,5.24,5.63,6.06,12.59,4.77,5.78,5.56,5.88
Net Debt/EBITDA,5.25,5.49,5.23,5.61,6.04,12.43,4.70,5.71,5.51,5.86
Total Debt/EBIT,8.10,8.44,8.67,9.23,9.83,72.54,7.39,10.14,9.66,10.04
Net Debt/EBIT,8.03,8.29,8.65,9.20,9.80,71.64,7.28,10.02,9.58,10.01
EBITDA to Interest Expense,4.18,4.16,3.49,3.95,4.09,1.99,5.45,4.66,5.30,5.50
EBITDA-CapEx/Interest Expense,1.16,1.18,-0.09,-0.20,-0.58,-2.99,0.59,-0.20,-0.23,-0.61
EBIT to Interest Expense,2.74,2.75,2.11,2.41,2.52,0.35,3.52,2.66,3.05,3.22
Interest Expense,398,430,380,356,364,365,371,362,332,361
Common Equity/Total Assets,5.69,6.02,-6.40,-5.18,-5.36,-6.40,-6.03,-7.99,-6.53,-4.52
Long-Term Debt/Equity (%),128.99,132.07,154.77,148.81,173.89,123.55,131.23,157.93,126.27,120.52
Long-Term Debt/Capital (%),75.01,70.94,102.04,87.29,94.70,82.46,85.81,103.01,90.95,77.26
Long-Term Debt/Total Assets (%),33.52,32.80,34.01,32.41,37.63,32.59,34.67,41.83,38.02,35.62
Total Debt/Equity (%),150.07,161.93,180.81,194.27,208.38,158.80,161.07,166.95,134.77,147.60
Total Debt/Capital (%),87.27,86.98,119.21,113.96,113.49,105.98,105.32,108.89,97.08,94.62
Total Debt/Total Assets (%),39.00,40.21,39.73,42.31,45.10,41.88,42.55,44.22,40.57,43.62
Net Debt to Equity,148.60,159.06,180.41,193.63,207.71,156.84,158.74,164.95,133.61,147.08
Net Debt/Capital (%),86.64,85.63,119.27,114.01,113.53,106.06,105.40,109.01,97.05,94.60
EBITDA,1667,1790,1326,1404,1486,726,2023,1687,1763,1982
EBITDA-CapEx,462,507,-35,-71,-209,-1093,220,-71,-75,-221
Operating Income (Loss),1090,1184,802,857,916,126,1305,961,1015,1162
