,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,7437,8305,8023,9071,9799,10530,10168,10165,14838,15801
+ Sales & Services Revenue,7437,8305,8023,9071,9799,10530,10168,10165,14838,15801
- Cost of Revenue,5879,6549,6320,7138,7679,8300,8067,8255,11983,12700
+ Cost of Goods & Services,5879,6549,6320,7138,7679,8300,8067,8255,11983,12700
Gross Profit,1558,1756,1703,1933,2120,2229,2101,1910,2855,3101
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,702,793,763,1707,1043,1040,798,1292,1541,1668
"+ Selling, General & Admin",640,699,662,818,899,946,873,951,1460,1610
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,63,94,101,890,145,94,-75,341,81,58
Operating Income (Loss),855,964,940,226,1077,1190,1303,618,1314,1433
- Non-Operating (Income) Loss,-14,-16,13,35,14,-6,38,-346,525,115
"+ Interest Expense, Net",29,31,53,78,65,52,43,61,81,26
+ Interest Expense,34,36,60,85,71,59,55,73,93,52
- Interest Income,5,6,8,6,6,6,12,12,12,26
+ Other Non-Op (Income) Loss,-43,-47,-40,-43,-51,-58,-5,-407,444,89
Pretax Income,869,980,927,191,1064,1196,1265,964,789,1318
- Income Tax Expense (Benefit),218,293,280,30,580,211,468,397,150,292
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,651,688,646,160,483,985,797,567,639,1026
- Net Extraordinary Losses (Gains),53,63,73,83,87,108,102,134,204,164
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,53,63,73,83,87,108,102,134,204,164
Income (Loss) Incl. MI,598,624,573,77,397,877,695,433,435,862
- Minority Interest,-27,-32,-37,-42,-43,-54,-51,-67,-102,-82
"Net Income, GAAP",624,656,610,119,440,931,746,500,537,944
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",624,656,610,119,440,931,746,500,537,944
Basic Weighted Avg Shares,229,227,224,214,210,208,206,213,238,236
"Basic EPS, GAAP",2.73,2.89,2.72,0.55,2.09,4.47,3.63,2.35,2.26,4.01
Basic EPS from Cont Ops,2.85,3.03,2.88,0.75,2.30,4.73,3.87,2.66,2.68,4.36
Diluted Weighted Avg Shares,231,229,226,215,212,210,207,214,240,237
"Diluted EPS, GAAP",2.70,2.86,2.70,0.55,2.08,4.44,3.61,2.34,2.24,3.99
Diluted EPS from Cont Ops,2.81,3.00,2.86,0.74,2.29,4.70,3.85,2.65,2.67,4.33
EBITDA,1155,1294,1260,617,1485,1621,1742,1186,2086,2154
EBITDA Margin (%),15.53,15.58,15.70,6.81,15.15,15.40,17.13,11.67,14.06,13.63
EBITA,855,964,940,226,1077,1190,1303,618,1314,1433
EBIT,855,964,940,226,1077,1190,1303,618,1314,1433
Gross Margin (%),20.94,21.15,21.23,21.31,21.64,21.17,20.66,18.79,19.24,19.63
Operating Margin (%),11.50,11.60,11.71,2.49,10.99,11.30,12.81,6.08,8.86,9.07
Profit Margin (%),8.39,7.90,7.60,1.31,4.49,8.84,7.34,4.92,3.62,5.97
Sales per Employee,377492,377505,267440,335963,337907,350987,350621,204527,300974,299829
Dividend per Share,0.25,0.51,0.52,0.53,0.59,0.68,0.68,0.69,0.68,0.68
Depreciation Expense,299,330,320,391,408,431,439,568,772,721
