,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,3493,6696,15702,11846,12234,18314,22049,24247,38828,49710
- Cash & Cash Equivalents,311,654,376,734,744,2507,961,2958,1874,2119
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,0,467,487,508,525,1920,1430,3421,3539,3953
Enterprise Value,3073,6391,15400,11068,11383,16830,20676,23920,39466,50029
Total Capital,-109,131,-14,1297,1288,2903,3020,4512,4184,4219
Total Debt/Capital (%),0,355.97,-3577.29,39.18,40.75,66.14,47.35,75.81,84.60,93.70
Total Debt / EV,0,0.07,0.03,0.05,0.05,0.11,0.07,0.14,0.09,0.08
EV/Sales,7.76,10.68,16.59,8.03,6.46,7.40,7.13,7.02,9.27,9.09
EV/EBITDA,0,0,0,0,0,0,207.38,321.08,49332.33,533.36
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,26.86,70.75,41.18,16.18,12.71,15.72,18.02,21.02,23.52,24.77
EV/Free Cash Flow to Firm,22.46,50.55,37.76,14.63,10.75,14.23,16.17,17.69,22.00,22.61
Diluted Market Cap,3350,6257,15112,11401,12113,17942,21525,24398,38468,49161
Diluted Enterprise Value,3039,6070,15223,11174,11894,17355,21994,24861,40134,50996
EV per Share,14.30,26.79,60.54,40.77,41.47,59.94,71.20,82.80,135.20,167.43
TTM Sales,396,598,928,1379,1762,2273,2900,3408,4256,5502
TTM EBITDA,-9,-55,-105,-147,-120,-33,100,75,1,94
TTM Operating Income,-19,-74,-134,-190,-180,-129,-54,-179,-304,-189
TTM Cash Flow to Firm,114,90,374,684,896,1071,1148,1138,1678,2020
TTM Free Cash Flow to Firm,137,126,408,756,1059,1183,1279,1352,1794,2213
