,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,339,337,328,322,316,309,299,293,291,273
Diluted Weighted Avg Shares,344,345,335,330,320,315,301,293,294,279
Basic Weighted Avg Shares,341,341,332,327,317,313,300,293,292,279
Revenue per Share,296.46,267.11,308.83,371.70,410.02,437.09,485.11,521.92,556.39,650.05
EBITDA per Share,6.70,6.95,7.96,9.41,9.33,9.30,9.11,9.16,8.83,8.44
Operating Income per Share,5.54,5.60,6.60,7.45,7.07,6.00,5.78,6.05,6.14,5.96
"Basic EPS, GAAP",0.98,3.42,3.66,4.36,4.06,0.82,4.54,-12.61,2.09,-3.34
Basic EPS from Cont Ops,0.98,3.41,3.65,4.38,4.08,0.83,4.55,-12.60,2.10,-3.34
"Diluted EPS, GAAP",0.97,3.38,3.63,4.32,4.03,0.81,4.53,-12.61,2.08,-3.34
Diluted EPS from Cont Ops,0.97,3.37,3.62,4.34,4.04,0.82,4.53,-12.60,2.08,-3.34
Dividend per Share,1.04,1.22,1.39,1.57,1.82,1.86,1.92,1.94,1.96,2.00
Cash Flow per Share,5.06,7.40,7.65,9.09,3.74,8.84,9.07,6.69,8.32,11.19
Free Cash Flow per Basic Share,4.49,6.67,6.75,7.66,2.51,7.62,7.98,5.41,6.95,9.80
Cash & Equivalents per Share,5.61,8.50,14.07,7.32,21.77,5.71,8.46,9.46,11.71,17.28
Book Value per Share,20.62,23.01,25.99,29.28,24.25,23.87,27.41,13.51,13.78,9.28
Tangible Book Value per Share,1.18,1.58,0.73,-8.87,-7.53,-19.97,-18.32,-32.37,-28.52,-30.53
