,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),4.77,15.82,14.93,15.90,15.07,3.40,17.51,-60.81,15.33,-28.51
Return on Assets (%),1.33,4.50,4.33,4.44,3.47,0.64,3.37,-9.04,1.43,-2.11
Return on Capital (%),3.66,11.09,10.11,10.59,8.57,0,9.75,0,0,0
Return on Invested Capital (%),7.51,12.23,12.21,12.84,10.28,0,9.24,0,0,0
Gross Margin (%),4.87,5.67,5.57,5.38,5.03,5.25,4.70,4.49,4.17,3.61
EBITDA Margin (%),2.26,2.60,2.58,2.53,2.28,2.13,1.88,1.76,1.59,1.30
Operating Margin (%),1.87,2.10,2.14,2.00,1.72,1.37,1.19,1.16,1.10,0.92
Incremental Operating Margin (%),-0.88,-0.22,2.45,1.29,-2.30,-5.33,-1.66,0.53,0.23,-0.69
Pretax Margin (%),0.88,1.97,1.92,1.87,1.48,-0.17,1.20,-2.47,0.20,-0.42
Profit Margin (%),0.33,1.28,1.19,1.17,0.99,0.19,0.94,-2.42,0.38,-0.51
Net Income to Common Margin (%),0.33,1.28,1.19,1.17,0.99,0.19,0.94,-2.42,0.38,-0.51
Effective Tax Rate (%),62.27,35.32,38.38,37.13,32.74,0,22.04,0,0,0
Dvd Payout Ratio (%),105.37,35.68,37.95,35.68,44.38,221.76,42.21,-15.42,93.47,-60.04
Sustainable Growth Rate (%),-0.26,10.17,9.26,10.23,8.38,-4.15,10.12,-70.19,1.00,-45.64
