,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,18156,19377,20832,23417,26816,31955,38998,42638,47677,49586
+ Sales & Services Revenue,18156,19377,20832,23417,26816,31955,38998,42638,47677,49586
- Cost of Revenue,0,0,0,0,0,0,0,0,0,0
+ Cost of Goods & Services,0,0,0,0,0,0,0,0,0,0
Gross Profit,0,0,0,0,0,0,0,0,0,0
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,0,0,0,0,0,0,0,0,0,0
"+ Selling, General & Admin",39,51,78,92,110,134,179,0,0,0
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,-39,-51,-77,-92,-109,-134,-179,0,0,0
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
- Non-Operating (Income) Loss,-1720,-1907,-1912,-1471,-2139,-3164,-5160,-7173,-4210,-922
"+ Interest Expense, Net",118,117,136,141,153,167,190,217,219,244
+ Interest Expense,118,117,136,141,153,167,190,217,219,244
- Interest Income,0,0,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,-1838,-2024,-2048,-1612,-2292,-3330,-5350,-7390,-4429,-1166
Pretax Income,1720,1907,1912,1471,2139,3164,5160,7173,4210,922
- Income Tax Expense (Benefit),555,626,611,414,541,543,1180,1469,859,201
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,1165,1281,1301,1057,1598,2621,3980,5705,3351,722
- Net Extraordinary Losses (Gains),0,0,66,52,12,11,19,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,66,52,12,11,19,0,0,0
Income (Loss) Incl. MI,1165,1281,1235,1005,1586,2610,3961,5705,3351,722
- Minority Interest,0,0,-33,-26,-6,-6,-10,0,0,0
"Net Income, GAAP",1165,1281,1268,1031,1592,2615,3970,5705,3351,722
- Preferred Dividends,0,0,0,0,0,21,27,27,27,27
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",1165,1281,1268,1031,1592,2594,3943,5678,3324,695
Basic Weighted Avg Shares,599,591,586,582,581,582,584,585,585,584
"Basic EPS, GAAP",1.95,2.17,2.16,1.77,2.74,4.45,6.75,9.71,5.69,1.19
Basic EPS from Cont Ops,1.95,2.17,2.22,1.82,2.75,4.50,6.82,9.75,5.73,1.23
Diluted Weighted Avg Shares,604,595,589,585,586,587,587,588,587,587
"Diluted EPS, GAAP",1.93,2.15,2.15,1.76,2.72,4.42,6.72,9.66,5.66,1.18
Diluted EPS from Cont Ops,1.93,2.15,2.21,1.81,2.73,4.47,6.78,9.71,5.71,1.23
EBITDA,101,97,151,200,236,262,306,332,337,337
EBITDA Margin (%),0.56,0.50,0.72,0.85,0.88,0.82,0.78,0.78,0.71,0.68
EBITA,0,0,0,0,0,0,0,0,0,0
EBIT,0,0,0,0,0,0,0,0,0,0
Gross Margin (%),100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Profit Margin (%),6.42,6.61,6.08,4.40,5.94,8.18,10.18,13.38,7.03,1.46
Sales per Employee,694450,731191,728898,738230,796770,855639,938099,984123,972990,899935
Dividend per Share,0.29,1.51,0.69,0.89,0.68,1.15,2.86,2.70,6.46,0.45
Depreciation Expense,101,97,151,200,236,262,306,332,337,337
