,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,98,99,98,97,94,91,87,85,77,71
Diluted Weighted Avg Shares,99,101,101,98,96,94,89,86,84,74
Basic Weighted Avg Shares,98,99,99,97,96,93,89,85,83,73
Revenue per Share,74.30,81.61,91.54,100.47,108.83,115.49,128.19,135.89,153.20,183.26
EBITDA per Share,13.18,14.64,16.62,17.41,18.07,17.46,19.22,21.97,22.98,21.68
Operating Income per Share,9.74,10.84,12.59,13.13,13.38,12.60,13.70,15.97,16.52,13.73
"Basic EPS, GAAP",5.21,5.52,6.89,7.23,7.87,8.36,9.18,11.10,12.02,9.24
Basic EPS from Cont Ops,5.65,6.12,7.60,7.69,8.06,8.55,9.32,11.20,11.97,8.99
"Diluted EPS, GAAP",5.14,5.42,6.76,7.14,7.81,8.32,9.15,11.03,11.85,9.15
Diluted EPS from Cont Ops,5.58,6.02,7.46,7.59,8.01,8.51,9.29,11.13,11.80,8.90
Dividend per Share,0.20,0.30,0.40,0.40,0.40,0.40,0.60,0.20,0.80,0.80
Cash Flow per Share,9.02,10.48,10.33,13.25,12.36,14.38,16.21,27.75,10.71,13.62
Free Cash Flow per Basic Share,5.23,2.16,1.09,1.37,5.99,5.67,8.73,19.12,0.34,3.58
Cash & Equivalents per Share,0.18,0.32,0.62,0.35,0.79,1.15,0.71,14.40,1.50,1.46
Book Value per Share,35.60,40.69,46.47,50.63,56.82,63.43,68.44,79.34,85.68,92.52
Tangible Book Value per Share,4.77,7.49,9.72,8.51,13.09,17.79,19.76,29.67,29.00,29.17
