,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,6.67,6.72,7.00,7.12,7.08,7.16,7.41,7.03,7.27,7.12
Days Sales Outstanding,54.73,54.30,52.17,51.24,51.55,51.01,49.25,51.94,50.17,51.27
Inventory Turnover,8.18,8.53,8.69,8.54,8.45,8.22,8.12,7.35,7.18,6.93
Days Inventory Outstanding,44.63,42.77,42.00,42.72,43.19,44.41,44.93,49.63,50.80,52.65
Accounts Payable Turnover,3.14,1.30,0.91,0.93,0.90,0.89,0.95,0.90,0.82,0.82
Accounts Payable Turnover Days,116.06,281.22,398.96,393.36,407.78,412.23,383.67,405.29,444.57,444.71
Cash Conversion Cycle,-16.71,-184.16,-304.80,-299.40,-313.04,-316.82,-289.48,-303.72,-343.60,-340.79
Inventory to Cash Days,10.10,11.53,10.17,8.52,8.36,6.60,4.32,2.31,-0.63,-1.38
Inventories,102,108,116,125,136,148,160,190,207,219
Raw Materials,102,108,116,125,136,148,160,190,207,219
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,0,0,0,0,0,0,0,0,0,0
