,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,138074,130844,87804,75659,93980,117033,108324,64912,113977,176383
+ Sales & Services Revenue,138074,130844,87804,75659,93980,117033,108324,64912,113977,176383
- Cost of Revenue,133353,124218,80736,71316,89485,111491,103599,65700,110895,159632
+ Cost of Goods & Services,133353,124218,80736,71316,89485,111491,103599,65700,110895,159632
Gross Profit,4721,6626,7068,4343,4495,5542,4725,-788,3082,16751
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,758,724,710,715,896,970,889,791,952,1000
"+ Selling, General & Admin",758,724,710,715,835,925,868,756,865,934
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,0,0,0,0,61,45,21,35,87,66
Operating Income (Loss),3963,5902,6358,3628,3599,4572,3836,-1579,2130,15751
- Non-Operating (Income) Loss,-19,350,387,446,392,340,350,431,587,444
"+ Interest Expense, Net",365,397,433,446,468,470,454,511,432,339
+ Interest Expense,365,397,433,446,468,470,454,563,603,562
- Interest Income,0,0,0,0,0,0,0,52,171,223
+ Other Non-Op (Income) Loss,-384,-47,-46,0,-76,-130,-104,-80,155,105
Pretax Income,3982,5552,5971,3182,3207,4232,3486,-2010,1543,15307
- Income Tax Expense (Benefit),1254,1777,1870,765,-949,879,702,-903,255,3428
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,2728,3775,4101,2417,4156,3353,2784,-1107,1288,11879
- Net Extraordinary Losses (Gains),16,226,222,256,182,462,724,628,716,702
+ Discontinued Operations,6,-64,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,10,290,222,256,182,462,724,628,716,702
Income (Loss) Incl. MI,2712,3549,3879,2161,3974,2891,2060,-1735,572,11177
- Minority Interest,-8,-81,-111,-128,-91,-231,-362,-314,-358,-351
"Net Income, GAAP",2720,3630,3990,2289,4065,3122,2422,-1421,930,11528
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",2720,3630,3990,2289,4065,3122,2422,-1421,930,11528
Basic Weighted Avg Shares,542,526,497,461,442,426,413,407,407,395
"Basic EPS, GAAP",5.02,6.90,8.03,4.97,9.20,7.33,5.86,-3.49,2.29,29.18
Basic EPS from Cont Ops,5.03,7.18,8.25,5.24,9.40,7.87,6.74,-2.72,3.16,30.07
Diluted Weighted Avg Shares,548,530,500,464,444,428,414,407,407,396
"Diluted EPS, GAAP",4.96,6.85,7.98,4.93,9.16,7.29,5.85,-3.49,2.29,29.11
Diluted EPS from Cont Ops,4.98,7.12,8.20,5.21,9.36,7.83,6.72,-2.72,3.16,30.00
EBITDA,5683,7592,8200,5522,5585,6641,6091,772,4535,18224
EBITDA Margin (%),4.12,5.80,9.34,7.30,5.94,5.67,5.62,1.19,3.98,10.33
EBITA,3963,5902,6358,3628,5533,6589,6038,724,4488,15751
EBIT,3963,5902,6358,3628,3599,4572,3836,-1579,2130,15751
Gross Margin (%),3.42,5.06,8.05,5.74,4.78,4.74,4.36,-1.21,2.70,9.50
Operating Margin (%),2.87,4.51,7.24,4.80,3.83,3.91,3.54,-2.43,1.87,8.93
Profit Margin (%),1.97,2.77,4.54,3.03,4.33,2.67,2.24,-2.19,0.82,6.54
Sales per Employee,13797742,12999901,8690884,7568928,9383924,11405613,10597143,6514653,11614899,18103562
Dividend per Share,0.85,1.08,1.71,2.41,2.81,3.21,3.61,3.93,3.94,3.95
Depreciation Expense,1720,1690,1842,1894,52,52,53,48,47,2473
