,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,77849,86833,93580,85320,89950,110360,125843,143015,168088,198270
+ Sales & Services Revenue,77849,86833,93580,85320,89950,110360,125843,143015,168088,198270
- Cost of Revenue,20249,26934,33038,32780,34261,38353,42910,46078,52232,62650
+ Cost of Goods & Services,20249,26934,33038,32780,34261,38353,42910,46078,52232,62650
Gross Profit,57600,59899,60542,52540,55689,72007,82933,96937,115856,135620
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,30836,32013,32370,31248,33057,36949,39974,43978,45940,52237
"+ Selling, General & Admin",20425,20632,20324,19260,20020,22223,23098,24709,25224,27725
+ Research & Development,10411,11381,12046,11988,13037,14726,16876,19269,20716,24512
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),26764,27886,28172,21292,22632,35058,42959,52959,69916,83383
- Non-Operating (Income) Loss,-288,66,9665,1541,-517,-1416,-729,-77,-1186,-333
"+ Interest Expense, Net",429,597,781,1243,835,519,-76,-89,215,-31
+ Interest Expense,429,597,781,1243,2222,2733,2686,2591,2346,2063
- Interest Income,0,0,0,0,1387,2214,2762,2680,2131,2094
+ Other Non-Op (Income) Loss,-717,-531,8884,298,-1352,-1935,-653,12,-1401,-302
Pretax Income,27052,27820,18507,19751,23149,36474,43688,53036,71102,83716
- Income Tax Expense (Benefit),5189,5746,6314,2953,1945,19903,4448,8755,9831,10978
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,21863,22074,12193,16798,21204,16571,39240,44281,61271,72738
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,21863,22074,12193,16798,21204,16571,39240,44281,61271,72738
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",21863,22074,12193,16798,21204,16571,39240,44281,61271,72738
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",21863,22074,12193,16798,21204,16571,39240,44281,61271,72738
Basic Weighted Avg Shares,8375,8299,8177,7925,7746,7700,7673,7610,7547,7496
"Basic EPS, GAAP",2.61,2.66,1.49,2.12,2.74,2.15,5.11,5.82,8.12,9.70
Basic EPS from Cont Ops,2.61,2.66,1.49,2.12,2.74,2.15,5.11,5.82,8.12,9.70
Diluted Weighted Avg Shares,8470,8399,8254,8013,7832,7794,7753,7683,7608,7540
"Diluted EPS, GAAP",2.58,2.63,1.48,2.10,2.71,2.13,5.06,5.76,8.05,9.65
Diluted EPS from Cont Ops,2.58,2.63,1.48,2.10,2.71,2.13,5.06,5.76,8.05,9.65
EBITDA,30519,33098,34129,27914,31410,45319,54641,65755,81602,97843
EBITDA Margin (%),39.20,38.12,36.47,32.72,34.92,41.06,43.42,45.98,48.55,49.35
EBITA,26764,27886,28172,21292,22632,35058,42959,52959,69916,83383
EBIT,26764,27886,28172,21292,22632,35058,42959,52959,69916,83383
Gross Margin (%),73.99,68.98,64.70,61.58,61.91,65.25,65.90,67.78,68.93,68.40
Operating Margin (%),34.38,32.11,30.10,24.96,25.16,31.77,34.14,37.03,41.59,42.06
Profit Margin (%),28.08,25.42,13.03,19.69,23.57,15.02,31.18,30.96,36.45,36.69
Sales per Employee,786354,678383,793051,748421,725403,842443,873910,877393,928663,897149
Dividend per Share,0.89,1.07,1.21,1.39,1.53,1.65,1.80,1.99,2.19,2.42
Depreciation Expense,3755,5212,5957,6622,8778,10261,11682,12796,11686,14460
