,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,6499,7153,7735,7923,14785,17045,15419,15404,14759,48999
ST Debt,17,1107,119,82,30,1860,609,335,339,365
LT Debt,6482,6046,7616,7841,14755,15185,14810,15069,14420,48634
Total Debt/EBITDA,1.88,1.79,1.89,1.91,3.39,2.34,2.09,2.19,2.09,2.74
Net Debt/EBITDA,1.76,1.69,1.80,1.84,1.72,2.20,1.88,1.89,1.54,2.53
Total Debt/EBIT,3.26,3.37,3.77,3.86,6.98,6.56,4.83,5.64,7.48,-14.02
Net Debt/EBIT,3.05,3.20,3.58,3.71,3.53,6.18,4.35,4.88,5.50,-12.95
EBITDA to Interest Expense,11.31,12.21,12.40,11.75,9.18,9.99,10.92,10.87,11.15,10.05
EBITDA-CapEx/Interest Expense,10.93,11.85,12.08,11.50,8.89,9.79,10.49,10.25,10.56,9.49
EBIT to Interest Expense,6.52,6.46,6.22,5.82,4.46,3.57,4.71,4.21,3.12,-1.97
Interest Expense,306,328,330,353,475,729,677,648,633,1777
Common Equity/Total Assets,19.33,23.82,28.50,33.23,20.56,16.16,21.76,25.08,27.85,1.67
Long-Term Debt/Equity (%),103.99,95.20,133.80,144.94,293.75,144.39,123.77,121.69,107.64,99.93
Long-Term Debt/Capital (%),68.72,51.60,60.93,58.49,74.39,62.14,59.64,58.24,55.16,92.10
Long-Term Debt/Total Assets (%),43.27,37.75,48.01,49.76,65.42,46.65,43.90,44.21,41.89,36.29
Total Debt/Equity (%),104.27,112.63,135.89,146.45,294.35,162.07,128.86,124.40,110.17,100.68
Total Debt/Capital (%),68.90,61.04,61.88,59.10,74.54,69.75,62.09,59.54,56.45,92.80
Total Debt/Total Assets (%),43.39,44.67,48.76,50.28,65.55,52.37,45.71,45.19,42.87,36.57
Net Debt to Equity,97.72,106.85,129.04,140.91,148.84,152.70,115.89,107.51,81.02,93.02
Net Debt/Capital (%),67.49,59.78,60.65,58.17,59.68,68.48,59.56,55.98,48.81,92.25
EBITDA,3461,4006,4091,4148,4359,7286,7390,7045,7056,17858
EBITDA-CapEx,3346,3886,3988,4060,4224,7139,7101,6643,6683,16871
Operating Income (Loss),1995,2120,2052,2053,2119,2600,3190,2730,1973,-3496
