,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Price/Earnings,17.28,20.51,22.22,22.94,23.32,21.48,24.64,459.32,19.54,27.03
Price/Earnings Average,17.20,16.83,20.14,21.21,18.32,20.12,22.48,403.35,24.01,21.35
Price/Earnings High,20.85,21.86,22.38,24.49,23.96,24.29,26.46,512.44,27.39,27.81
Price/Earnings Low,13.95,13.83,17.17,18.24,14.78,17.17,19.06,232.36,18.88,15.73
Price/Book Value,12.16,13.36,14.34,14.20,15.25,14.76,17.45,18.12,11.70,13.36
Price/Book Value Average,12.10,10.97,13.00,13.13,11.98,13.82,15.92,15.91,14.38,10.55
Price/Book Value High,14.67,14.25,14.44,15.16,15.67,16.69,18.74,20.22,16.40,13.75
Price/Book Value Low,9.82,9.01,11.08,11.29,9.67,11.80,13.50,9.17,11.31,7.77
Price/Tangible Book Value,7.24,8.36,9.16,9.33,10.38,10.28,12.13,12.06,8.30,9.51
Price/Tangible Book Value Average,7.20,6.86,8.30,8.62,8.15,9.63,11.06,10.59,10.19,7.51
Price/Tangible Book Value High,8.73,8.91,9.23,9.96,10.66,11.62,13.02,13.45,11.63,9.79
Price/Tangible Book Value Low,5.84,5.64,7.08,7.42,6.58,8.22,9.38,6.10,8.02,5.53
Price/Sales,1.41,1.72,1.90,1.99,2.25,2.28,2.55,3.13,1.78,2.19
Price/Sales Average,1.41,1.41,1.72,1.84,1.77,2.13,2.33,2.75,2.19,1.73
Price/Sales High,1.71,1.83,1.91,2.13,2.31,2.57,2.74,3.49,2.49,2.25
Price/Sales Low,1.14,1.16,1.47,1.58,1.43,1.82,1.97,1.58,1.72,1.27
Price/Cash Flow,14.16,13.81,17.10,16.45,18.91,16.50,18.85,17.46,19.36,24.19
Price/Cash Flow Average,14.09,11.34,15.50,15.21,14.85,15.46,17.20,15.33,23.79,19.11
Price/Cash Flow High,17.08,14.73,17.22,17.56,19.42,18.66,20.24,19.48,27.13,24.89
Price/Cash Flow Low,11.43,9.31,13.21,13.08,11.98,13.19,14.58,8.83,18.71,14.08
Price/Free Cash Flow,9.33,9.49,13.50,13.91,15.61,13.87,15.12,14.88,14.75,17.53
Price/Free Cash Flow Average,9.28,7.79,12.24,12.86,12.26,12.99,13.80,13.07,18.12,13.84
Price/Free Cash Flow High,11.25,10.12,13.60,14.85,16.04,15.68,16.24,16.61,20.67,18.04
Price/Free Cash Flow Low,7.53,6.40,10.43,11.06,9.90,11.08,11.70,7.53,14.25,10.20
EV/Sales,1.39,1.70,1.87,1.94,2.18,2.19,2.67,3.24,1.82,2.24
EV/Sales Average,1.38,1.39,1.69,1.79,1.70,2.05,2.45,2.85,2.22,1.78
EV/Sales High,1.68,1.81,1.88,2.07,2.24,2.49,2.86,3.61,2.53,2.31
EV/Sales Low,1.12,1.13,1.43,1.53,1.36,1.74,2.10,1.67,1.76,1.33
EV/EBITDA,9.18,10.88,11.73,11.83,13.03,13.87,17.17,73.27,12.77,17.59
EV/EBITDA Average,9.14,8.90,10.61,10.92,10.15,12.96,15.74,64.54,15.63,13.99
EV/EBITDA High,11.12,11.61,11.81,12.66,13.39,15.74,18.38,81.55,17.79,18.08
EV/EBITDA Low,7.38,7.28,9.02,9.34,8.12,10.99,13.47,37.88,12.34,10.43
EV/EBIT,10.59,12.58,13.71,13.82,15.02,16.11,19.98,213.95,14.74,21.07
EV/EBIT Average,10.55,10.29,12.41,12.75,11.70,15.06,18.31,188.47,18.04,16.76
EV/EBIT High,12.83,13.43,13.81,14.78,15.44,18.29,21.38,238.14,20.54,21.67
EV/EBIT Low,8.51,8.42,10.54,10.91,9.36,12.77,15.68,110.61,14.25,12.50
Last Price,33.98,45.86,56.26,65.39,83.39,92.29,114.18,111.29,95.77,119.00
High Price,40.99,48.89,56.68,69.81,85.66,104.35,122.62,124.16,134.22,122.45
Low Price,27.43,30.92,43.47,52.00,52.85,73.76,88.31,56.30,92.55,69.24
Enterprise Value,14219,18728,22268,24911,30763,32885,42873,40589,34384,41942
Enterprise Value Average,14164,15317,20156,22981,23966,30730,39302,35754,42087,33366
Enterprise Value High,17225,19988,22439,26643,31625,37326,45884,45177,47908,43125
Enterprise Value Low,11435,12530,17124,19663,19169,26061,33643,20985,33251,24887
