,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,2703,2816,2989,3519,4309,4510,4667,4815,5991,7254
+ Sales & Services Revenue,2703,2816,2989,3519,4309,4510,4667,4815,5991,7254
- Cost of Revenue,0,0,0,0,0,0,0,0,0,0
+ Cost of Goods & Services,0,0,0,0,0,0,0,0,0,0
Gross Profit,0,0,0,0,0,0,0,0,0,0
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,0,0,0,0,0,0,0,0,0,0
"+ Selling, General & Admin",1103,1148,1219,1466,1662,1675,1725,1762,2475,2559
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,-1103,-1148,-1219,-1466,-1662,-1675,-1725,-1762,-2475,-2559
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
- Non-Operating (Income) Loss,-855,-853,-914,-878,-1394,-1628,-1659,-972,-1591,-2764
"+ Interest Expense, Net",-2017,-2116,-2279,-2895,-3864,-4709,-5189,-4070,-4280,-6665
+ Interest Expense,-156,-139,-164,-263,-431,-760,-988,-423,-89,-696
- Interest Income,1861,1976,2115,2632,3433,3949,4201,3647,4191,5969
+ Other Non-Op (Income) Loss,1162,1263,1365,2017,2470,3081,3530,3098,2689,3901
Pretax Income,855,853,914,878,1394,1628,1659,972,1591,2764
- Income Tax Expense (Benefit),216,221,221,193,208,235,248,155,294,515
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,639,632,693,685,1186,1393,1411,817,1297,2249
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,4,22
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,4,22
Income (Loss) Incl. MI,639,632,693,685,1186,1393,1411,817,1293,2227
- Minority Interest,0,0,0,0,0,0,0,0,-2,-11
"Net Income, GAAP",639,632,693,685,1186,1393,1411,817,1295,2238
- Preferred Dividends,32,32,32,65,76,70,74,100,131,113
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",607,601,661,620,1110,1323,1337,717,1164,2125
Basic Weighted Avg Shares,834,820,803,904,1085,1047,1039,1017,1262,1441
"Basic EPS, GAAP",0.73,0.73,0.82,0.69,1.02,1.26,1.29,0.71,0.92,1.47
Basic EPS from Cont Ops,0.77,0.77,0.86,0.76,1.09,1.33,1.36,0.80,1.03,1.56
Diluted Weighted Avg Shares,844,833,817,919,1136,1047,1056,1033,1287,1465
"Diluted EPS, GAAP",0.72,0.72,0.81,0.67,0.98,1.26,1.27,0.69,0.90,1.45
Diluted EPS from Cont Ops,0.76,0.76,0.85,0.75,1.04,1.33,1.34,0.79,1.01,1.53
EBITDA,282,333,341,380,413,493,386,367,391,484
EBITDA Margin (%),10.42,11.82,11.42,10.79,9.58,10.93,8.27,7.62,6.53,6.67
EBITA,240,294,313,349,357,0,337,326,302,386
EBIT,0,0,0,0,0,0,0,0,0,0
Gross Margin (%),100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Profit Margin (%),23.63,22.45,23.18,19.47,27.52,30.89,30.23,16.97,21.62,30.85
Sales per Employee,226046,235557,250039,220037,273240,287389,297944,309090,324856,364157
Dividend per Share,0.22,0.24,0.28,0.33,0.39,0.56,0.65,0.69,0.70,0.70
Depreciation Expense,41,39,28,30,56,493,49,41,89,98
