,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,7.95,8.36,7.73,7.86,8.03,8.16,8.14,7.95,8.51,7.96
Days Sales Outstanding,45.92,43.64,47.21,46.43,45.43,44.74,44.84,45.89,42.88,45.84
Inventory Turnover,4.94,5.12,4.68,4.81,4.92,5.06,4.78,4.54,4.67,4.17
Days Inventory Outstanding,73.89,71.36,77.94,75.94,74.21,72.12,76.42,80.40,78.24,87.49
Accounts Payable Turnover,9.15,9.24,8.72,9.28,9.18,9.55,9.82,9.09,9.80,9.57
Accounts Payable Turnover Days,39.89,39.49,41.86,39.34,39.74,38.22,37.17,40.14,37.25,38.13
Cash Conversion Cycle,79.92,75.51,83.29,83.03,79.90,78.64,84.09,86.15,83.86,95.19
Inventory to Cash Days,-27.97,-27.71,-30.73,-29.52,-28.77,-27.38,-31.58,-34.51,-35.36,-41.65
Inventories,231,238,239,253,260,280,293,290,370,471
Raw Materials,133,138,142,154,170,179,182,173,229,301
Work In Process,42,37,32,35,34,37,29,29,47,54
Finished Goods,56,63,65,64,56,64,82,87,94,115
Other Inventory,0,0,0,0,0,0,0,0,0,0
