,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,21.94,23.94,33.87,13.77,15.75,11.17,14.86,0,0,0
Price/Earnings Average,17.36,17.18,27.90,12.74,14.55,13.45,12.87,-2.45,-3.93,-6.90
Price/Earnings High,22.10,24.34,34.10,16.75,17.66,15.77,15.00,-5.00,-4.75,-10.71
Price/Earnings Low,14.54,13.33,21.73,10.78,10.92,10.40,10.24,-0.71,-3.07,-3.68
Price/Book Value,1.72,2.75,3.22,2.24,2.82,1.96,2.42,3.15,64.60,-7.40
Price/Book Value Average,1.36,1.97,2.65,2.07,2.60,2.36,2.09,2.82,68.63,-8.73
Price/Book Value High,1.73,2.80,3.24,2.72,3.16,2.76,2.44,5.77,82.88,-13.56
Price/Book Value Low,1.14,1.53,2.07,1.75,1.96,1.82,1.66,0.82,53.62,-4.66
Price/Tangible Book Value,1.25,2.30,2.88,1.99,2.44,1.95,2.45,2.20,4.61,6.13
Price/Tangible Book Value Average,0.99,1.65,2.37,1.84,2.26,2.36,2.12,1.98,4.90,7.23
Price/Tangible Book Value High,1.26,2.34,2.90,2.42,2.74,2.76,2.48,4.04,5.91,11.22
Price/Tangible Book Value Low,0.83,1.28,1.85,1.56,1.69,1.82,1.69,0.57,3.83,3.85
Price/Sales,1.31,2.27,2.72,2.08,2.92,2.13,2.55,7.16,12.71,1.43
Price/Sales Average,1.03,1.63,2.24,1.92,2.69,2.57,2.21,6.42,13.51,1.68
Price/Sales High,1.32,2.30,2.74,2.53,3.27,3.01,2.57,13.13,16.31,2.61
Price/Sales Low,0.87,1.26,1.74,1.63,2.02,1.98,1.76,1.87,10.55,0.90
Price/Cash Flow,7.36,10.49,11.59,7.02,8.91,5.81,7.51,-4.24,-10.37,26.16
Price/Cash Flow Average,5.82,7.53,9.54,6.50,8.22,7.00,6.51,-3.80,-11.02,30.86
Price/Cash Flow High,7.41,10.66,11.66,8.54,9.99,8.21,7.58,-7.77,-13.31,47.92
Price/Cash Flow Low,4.88,5.84,7.43,5.50,6.18,5.42,5.18,-1.11,-8.61,16.45
Price/Free Cash Flow,4.80,5.18,6.37,3.54,7.48,2.85,4.15,-8.95,55.35,3.95
Price/Free Cash Flow Average,3.80,3.71,5.25,3.28,6.91,3.43,3.60,-8.03,58.81,4.66
Price/Free Cash Flow High,4.84,5.26,6.41,4.31,8.39,4.02,4.19,-16.42,71.02,7.23
Price/Free Cash Flow Low,3.18,2.88,4.09,2.77,5.19,2.65,2.86,-2.34,45.94,2.48
EV/Sales,2.30,3.26,3.73,3.16,3.74,3.28,3.64,15.31,25.24,3.92
EV/Sales Average,2.03,2.63,3.25,3.01,3.52,3.71,3.30,14.49,26.04,4.18
EV/Sales High,2.31,3.30,3.75,3.61,4.10,4.15,3.67,21.93,28.88,5.11
EV/Sales Low,1.86,2.27,2.76,2.71,2.86,3.13,2.85,9.45,23.05,3.39
EV/EBITDA,11.37,15.33,14.64,11.28,12.19,10.62,11.99,0,0,53.90
EV/EBITDA Average,10.02,12.36,12.77,10.73,11.47,12.03,10.87,-18.23,-15.99,57.43
EV/EBITDA High,11.42,15.51,14.71,12.88,13.34,13.45,12.07,-27.58,-17.73,70.22
EV/EBITDA Low,9.18,10.67,10.84,9.68,9.30,10.15,9.39,-11.89,-14.15,46.63
EV/EBIT,21.40,27.85,24.06,18.08,18.84,16.42,19.16,0,0,0
EV/EBIT Average,18.86,22.45,20.98,17.19,17.73,18.59,17.37,-10.55,-10.53,-48.39
EV/EBIT High,21.49,28.17,24.17,20.65,20.61,20.79,19.28,-15.96,-11.68,-59.17
EV/EBIT Low,17.29,19.37,17.82,15.50,14.37,15.69,15.00,-6.88,-9.32,-39.29
Last Price,47.31,82.53,102.73,82.04,119.28,96.04,133.35,73.75,77.35,49.43
High Price,47.66,83.90,103.40,99.81,133.75,135.65,134.60,135.32,99.24,90.55
Low Price,31.35,45.95,65.91,64.21,82.72,89.48,91.88,19.25,64.20,31.09
Enterprise Value,18301,26353,30940,26860,32866,31106,39903,33819,38673,34675
Enterprise Value Average,16123,21240,26990,25540,30920,35219,36170,32015,39903,36940
Enterprise Value High,18378,26654,31086,30673,35953,39385,40164,48436,44251,45171
Enterprise Value Low,14782,18331,22913,23034,25067,29735,31244,20881,35322,29994
