,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,10431,18099,22394,17605,25447,20074,27844,17508,19710,12616
- Cash & Cash Equivalents,205,189,122,133,120,288,244,3684,2702,1935
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,542,570,0,0,0
+ Total Debt,8075,8444,8667,9387,7539,10778,11733,19996,21664,23994
Enterprise Value,18301,26353,30940,26860,32866,31106,39903,33819,38673,34675
Total Capital,14132,15022,15614,17250,16564,21585,23829,25561,21970,22289
Total Debt/Capital (%),57.14,56.21,55.51,54.42,45.52,49.93,49.24,78.23,98.61,107.65
Total Debt / EV,0.44,0.32,0.28,0.35,0.23,0.35,0.29,0.59,0.56,0.69
EV/Sales,2.30,3.26,3.73,3.16,3.74,3.28,3.64,15.31,25.24,3.92
EV/EBITDA,11.37,15.33,14.64,11.28,12.19,10.62,11.99,0,0,53.90
EV/EBIT,21.40,27.85,24.06,18.08,18.84,16.42,19.16,0,0,0
EV/Cash Flow to Firm,10.49,13.16,13.91,9.51,10.35,8.16,9.67,0,0,18.78
EV/Free Cash Flow to Firm,7.30,6.91,8.06,5.05,8.79,4.16,5.58,0,23.53,7.61
Diluted Market Cap,10453,18408,22671,17747,25728,20318,27994,15807,19478,12605
Diluted Enterprise Value,18323,26663,31217,27001,33147,31350,40054,32118,38440,34664
EV per Share,83.01,120.17,141.93,125.17,154.06,148.82,191.11,142.46,151.77,135.85
TTM Sales,7960,8074,8299,8496,8778,9494,10951,2209,1532,8841
TTM EBITDA,1610,1719,2113,2381,2695,2928,3329,-1756,-2495,643
TTM Operating Income,855,946,1286,1486,1744,1895,2083,-3035,-3788,-763
TTM Cash Flow to Firm,1744,2002,2224,2824,3175,3813,4125,-2887,-586,1846
TTM Free Cash Flow to Firm,2508,3813,3837,5318,3739,7473,7150,-922,1644,4556
