,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),13.28,10.96,9.05,6.42,8.03,8.82,6.46,8.02,11.47,16.87
Return on Assets (%),6.13,5.12,4.39,3.20,4.00,4.48,3.25,4.57,7.82,11.93
Return on Capital (%),11.85,9.26,8.00,5.61,7.07,7.46,5.73,6.46,8.51,13.14
Return on Invested Capital (%),10.58,7.89,6.64,4.85,6.02,6.66,5.11,5.56,7.74,10.52
Gross Margin (%),4.33,5.87,5.94,5.91,5.76,6.50,6.41,6.92,7.02,7.43
EBITDA Margin (%),3.38,4.62,4.27,4.07,4.01,4.60,4.09,4.26,4.68,5.14
Operating Margin (%),2.37,3.52,2.97,2.63,2.49,3.13,2.56,2.74,3.51,4.14
Incremental Operating Margin (%),2.37,-8.50,6.30,6.93,8.30,14.32,-114.92,-37.21,5.87,7.34
Pretax Margin (%),2.25,3.85,3.37,2.92,2.65,3.20,2.46,2.93,3.89,5.14
Profit Margin (%),1.49,2.77,2.73,2.05,2.62,2.81,2.13,2.75,3.18,4.26
Net Income to Common Margin (%),1.49,2.77,2.73,2.05,2.62,2.81,2.13,2.75,3.18,4.26
Effective Tax Rate (%),33.10,28.02,19.18,29.31,0.44,11.89,13.16,5.36,17.45,16.59
Dvd Payout Ratio (%),36.68,27.64,37.28,54.05,45.37,41.65,57.22,45.15,30.21,20.48
Sustainable Growth Rate (%),8.41,7.93,5.68,2.95,4.39,5.15,2.76,4.40,8.00,13.42
