,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,659,637,595,573,557,559,557,556,560,547
Diluted Weighted Avg Shares,663,656,621,591,572,567,565,565,566,563
Basic Weighted Avg Shares,661,653,618,588,569,564,563,561,564,562
Revenue per Share,135.86,124.35,109.55,106.03,106.90,114.08,114.84,114.71,151.15,181.22
EBITDA per Share,4.60,5.75,4.68,4.32,4.28,5.24,4.70,4.89,7.07,9.32
Operating Income per Share,3.22,4.38,3.25,2.79,2.66,3.57,2.94,3.15,5.31,7.49
"Basic EPS, GAAP",2.03,3.44,2.99,2.18,2.80,3.21,2.45,3.16,4.80,7.72
Basic EPS from Cont Ops,2.05,3.45,2.99,2.19,2.82,3.22,2.45,3.18,4.85,7.77
"Diluted EPS, GAAP",2.02,3.43,2.98,2.16,2.79,3.19,2.44,3.14,4.79,7.71
Diluted EPS from Cont Ops,2.04,3.43,2.97,2.18,2.80,3.20,2.44,3.15,4.83,7.75
Dividend per Share,0.76,0.96,1.11,1.19,1.28,1.34,1.40,1.44,1.48,1.60
Cash Flow per Share,7.91,7.72,3.71,2.51,3.89,-8.48,-9.68,-4.25,11.69,6.19
Free Cash Flow per Basic Share,6.52,6.35,1.89,1.01,2.04,-9.98,-11.15,-5.72,9.62,3.84
Cash & Equivalents per Share,5.39,2.53,2.27,1.60,1.44,3.58,1.53,1.20,1.68,1.90
Book Value per Share,30.67,32.68,33.69,34.50,35.82,37.72,38.80,40.65,44.02,48.98
Tangible Book Value per Share,29.43,25.66,23.91,23.52,25.86,26.75,24.68,26.28,28.76,33.04
