,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,2602,2572,2966,2487,1915,2565,3278,4441,3873,3849
"+ Cash, Cash Equivalents & STI",1079,961,1438,1020,419,1111,1954,3131,2316,2087
+ Cash & Cash Equivalents,592,669,628,603,401,858,958,3129,2239,1958
+ ST Investments,487,292,810,417,18,253,996,2,77,129
+ Accounts & Notes Receiv,1052,1129,982,938,970,1010,986,912,1148,1313
"+ Accounts Receivable, Net",1052,1129,982,938,970,828,769,700,937,1051
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,182,217,212,211,262
+ Inventories,252,273,350,407,372,263,261,302,339,341
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,252,273,350,407,372,263,261,302,339,341
+ Other ST Assets,219,209,196,122,154,181,77,96,70,108
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,29180,30481,32073,32927,33824,34164,34979,35352,36658,38063
"+ Property, Plant & Equip, Net",17398,17825,18774,19073,19204,19191,19236,19358,19525,20379
"+ Property, Plant & Equip",27291,28584,30174,31150,31764,31998,32168,32444,33015,34242
- Accumulated Depreciation,9893,10759,11400,12077,12560,12807,12932,13086,13490,13863
+ LT Investments & Receivables,1298,1356,1394,1459,1686,1779,1879,1985,2099,2292
+ LT Investments,1298,1356,1394,1459,1686,1779,1879,1985,2099,2292
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,10484,11300,11905,12395,12934,13194,13864,14009,15034,15392
+ Total Intangible Assets,64,63,63,63,63,0,0,63,451,502
+ Goodwill,64,63,63,63,63,0,0,63,276,319
+ Other Intangible Assets,0,0,0,0,0,0,0,0,175,183
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,10420,11237,11842,12332,12871,13194,13864,13946,14583,14890
Total Assets,31782,33053,35039,35414,35739,36729,38257,39793,40531,41912
+ Payables & Accruals,1635,1621,1362,1480,1606,1605,1601,1364,1727,1948
+ Accounts Payable,957,845,764,806,847,949,1043,809,963,1130
+ Accrued Taxes,91,163,108,129,157,106,69,73,134,111
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,587,613,490,545,602,550,489,482,630,707
+ ST Debt,533,228,20,331,19,18,245,401,181,151
+ ST Borrowings,533,228,20,331,19,18,245,401,181,151
+ ST Finance Leases,0,0,0,0,0,0,0,0,0,0
+ Other ST Liabilities,256,258,570,229,269,292,305,254,325,372
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,256,258,570,229,269,292,305,254,325,372
Total Current Liabilities,2424,2107,1952,2040,1894,1915,2151,2019,2233,2471
+ LT Debt,9022,9514,10683,10962,11790,14739,15993,16304,16185,17896
+ LT Borrowings,9022,9514,10683,10962,11790,14739,15993,16304,16185,17896
+ LT Finance Leases,0,0,0,0,0,0,493,455,478,488
+ Other LT Liabilities,9832,10256,10736,10718,7334,7495,8250,8360,8613,8920
+ Accrued Liabilities,8662,8858,9305,9596,6418,6690,6961,7168,7383,7569
