,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,1500,2940,3688,10217,15934,22112,18485,29146,39370,23200
+ Depreciation & Amortization,1011,1243,1945,2342,3025,4315,5741,6862,7967,8686
+ Non-Cash Items,1035,1536,2182,2791,3370,4374,4838,5462,9646,12906
+ Stock-Based Compensation,906,1786,2960,3218,3723,4152,4836,6536,9164,11992
+ Deferred Income Taxes,-37,-210,-795,-457,-377,286,-37,-1192,609,-3286
+ Asset Impairment Charge,56,0,0,0,0,0,0,0,0,2218
+ Other Non-Cash Adj,110,-40,17,30,24,-64,39,118,-127,1982
+ Chg in Non-Cash Work Cap,676,-262,784,758,1887,-1527,7250,-2723,700,5683
+ (Inc) Dec in Accts Receiv,22,-610,-973,-1489,-1609,-1892,-1961,-1512,-3110,231
+ (Inc) Dec in Inventories,0,0,0,0,0,0,0,0,0,0
+ (Inc) Dec in Prepaid Assets,-45,-123,-144,-159,-192,-690,47,135,-1750,162
+ Inc (Dec) in Accts Payable,0,331,548,1095,447,1795,7761,-893,4781,4510
+ Inc (Dec) in Other,699,140,1353,1311,3241,-740,1403,-453,779,780
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,4222,5457,8599,16108,24216,29274,36314,38747,57683,50475
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,48,123,245
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,48,123,245
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-1362,-1831,-2523,-4491,-6733,-13915,-15102,-15115,-18567,-31431
+ Acq of Fixed Prod Assets,-1362,-1831,-2523,-4491,-6733,-13915,-15102,-15115,-18567,-31431
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,-883,1243,-6700,-7186,-13250,2474,-4193,-8159,12179,3527
+ Dec in LT Investment,6551,10347,9238,15155,12432,17130,19717,25771,42586,13158
+ Inc in LT Investment,-7434,-9104,-15938,-22341,-25682,-14656,-23910,-33930,-30407,-9631
+ Net Cash From Acq & Div,-368,-4975,-313,-123,-122,-137,-508,-6749,-898,-1312
+ Cash from Divestitures,0,0,0,0,0,0,0,0,0,0
+ Cash for Acq of Subs,-368,-4975,-313,-123,-122,-137,-508,-6749,-898,-1312
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-11,-350,102,61,67,-25,-61,-84,-407,1
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-2624,-5913,-9434,-11739,-20038,-11603,-19864,-30059,-7570,-28970
+ Dividends Paid,0,0,0,0,0,0,0,0,0,0
+ Net Cash From Debt,-1891,-243,-119,-312,0,0,-552,-604,-677,9071
+ Cash From Debt,0,0,0,0,0,0,0,0,0,9921
+ Repayments of Debt,-1891,-243,-119,-312,0,0,-552,-604,-677,-850
+ Cash (Repurchase) of Equity,1478,0,0,0,-1976,-12879,-4202,-6272,-44537,-27956
+ Increase in Capital Stock,1478,0,0,0,0,0,0,0,0,0
+ Decrease in Capital Stock,0,0,0,0,-1976,-12879,-4202,-6272,-44537,-27956
+ Other Financing Activities,-254,1814,1701,2,-3259,-2693,-2545,-3416,-5514,-3251
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-667,1571,1582,-310,-5235,-15572,-7299,-10292,-50728,-22136
Effect of Foreign Exchange Rates,8,-123,-155,-63,233,-179,4,279,-474,-638
Net Changes in Cash,931,1115,747,4059,-1057,2099,9151,-1604,-615,-631
EBITDA,3815,6237,8170,14769,23228,29228,29727,39533,54720,37630
EBITDA Margin (%),48.46,50.03,45.57,53.44,57.14,52.34,42.05,45.99,46.40,32.27
Net Cash Paid for Acquisitions,368,4975,313,123,122,137,508,6749,898,1312
Free Cash Flow,2860,3626,6076,11617,17483,15359,21212,23632,39116,19044
Free Cash Flow to Firm,2891,3640,6090,11625,17488,15367,21227,23602,39116,18786
Free Cash Flow to Equity,969,3383,5957,11305,17483,15359,20660,23076,38562,28360
Free Cash Flow per Basic Share,1.18,1.39,2.17,4.06,6.03,5.31,7.43,8.29,13.90,7.09
Price/Free Cash Flow,24.21,28.96,27.25,16.34,16.85,9.01,11.43,14.58,12.91,3.97
Cash Flow to Net Income,2.81,1.86,2.33,1.58,1.52,1.32,1.96,1.33,1.47,2.18
