,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.24,0.13,0.08,0.15,0.23,0.05,0.11,0.23,0.26,0.16
Current Ratio,1.20,1.11,1.15,1.20,1.38,1.12,1.22,1.39,1.42,1.32
Quick Ratio,0.76,0.66,0.65,0.80,0.91,0.88,0.93,1.05,1.15,1.09
CFO/Avg Current Liab,0.39,0.35,0.41,0.39,0.51,0.23,0.52,0.59,0.66,0.52
Common Equity/Total Assets,40.12,41.19,29.60,28.48,25.49,35.02,39.31,43.22,42.99,32.52
Long-Term Debt/Equity (%),125.09,181.44,461.90,889.29,0,869.84,359.63,193.26,106.49,166.51
Long-Term Debt/Capital (%),29.76,28.77,48.00,51.03,51.59,42.19,36.34,34.21,34.79,47.29
Long-Term Debt/Total Assets (%),17.00,16.64,29.12,29.87,29.05,28.09,23.99,23.01,22.94,29.18
Total Debt/Equity (%),125.09,181.44,492.77,889.29,-2342.04,973.36,399.05,201.54,106.54,166.51
Total Debt/Capital (%),29.76,28.77,51.21,51.03,54.45,47.21,40.33,35.68,34.80,47.29
Total Debt/Total Assets (%),17.00,16.64,31.06,29.87,30.66,31.43,26.62,24.00,22.95,29.18
CFO/Total Liabilities,14.54,11.48,11.08,11.23,13.74,7.23,16.48,18.32,23.10,17.89
CFO/CapEx,5.44,4.58,5.43,4.88,5.50,2.46,4.93,4.63,6.06,4.67
Altman's Z-Score,4.07,4.36,3.61,3.54,4.03,4.33,4.96,4.87,5.04,4.81
