,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,15.82,17.13,18.92,14.11,46.15,14.73,17.74,14.51,15.48,22.38
Price/Earnings Average,12.13,14.81,17.44,13.43,41.35,18.17,15.73,15.57,15.71,19.86
Price/Earnings High,16.15,17.42,19.62,15.24,46.57,20.47,18.10,18.13,17.38,22.95
Price/Earnings Low,9.24,12.68,15.66,11.32,35.65,13.60,11.62,10.90,14.00,16.24
Price/Book Value,3.25,4.04,4.61,5.32,7.72,4.67,5.89,4.51,4.38,7.19
Price/Book Value Average,2.49,3.50,4.25,5.07,6.91,5.76,5.23,4.84,4.45,6.38
Price/Book Value High,3.32,4.11,4.78,5.75,7.79,6.49,6.02,5.63,4.92,7.37
Price/Book Value Low,1.90,2.99,3.82,4.27,5.96,4.31,3.86,3.39,3.96,5.21
Price/Tangible Book Value,-8.69,-8.28,-4.57,-5.47,-6.01,-5.73,-10.34,-12.70,-37.43,-31.10
Price/Tangible Book Value Average,-6.66,-7.15,-4.21,-5.20,-5.39,-7.07,-9.17,-13.63,-38.00,-27.60
Price/Tangible Book Value High,-8.87,-8.42,-4.74,-5.90,-6.07,-7.96,-10.56,-15.87,-42.03,-31.90
Price/Tangible Book Value Low,-5.08,-6.13,-3.78,-4.38,-4.65,-5.29,-6.78,-9.54,-33.85,-22.57
Price/Sales,1.04,1.36,1.48,1.58,1.81,1.38,1.85,1.52,1.46,1.94
Price/Sales Average,0.80,1.17,1.36,1.51,1.62,1.71,1.64,1.63,1.48,1.73
Price/Sales High,1.06,1.38,1.53,1.71,1.83,1.92,1.89,1.89,1.64,1.99
Price/Sales Low,0.61,1.01,1.22,1.27,1.40,1.28,1.21,1.14,1.32,1.41
Price/Cash Flow,10.38,16.01,13.37,14.42,14.27,23.69,15.12,12.12,10.60,16.44
Price/Cash Flow Average,7.96,13.84,12.33,13.73,12.78,29.22,13.40,13.00,10.76,14.59
Price/Cash Flow High,10.59,16.28,13.86,15.57,14.40,32.91,15.43,15.14,11.90,16.86
Price/Cash Flow Low,6.06,11.86,11.07,11.56,11.02,21.87,9.90,9.11,9.59,11.93
Price/Free Cash Flow,8.92,13.37,11.45,12.12,12.19,16.97,12.65,10.01,9.13,13.59
Price/Free Cash Flow Average,6.84,11.56,10.56,11.54,10.92,20.93,11.21,10.74,9.27,12.06
Price/Free Cash Flow High,9.10,13.60,11.87,13.08,12.30,23.58,12.91,12.51,10.25,13.94
Price/Free Cash Flow Low,5.21,9.90,9.48,9.72,9.42,15.66,8.29,7.52,8.26,9.86
EV/Sales,1.12,1.46,1.76,1.80,2.02,1.61,2.03,1.65,1.55,2.07
EV/Sales Average,0.88,1.27,1.65,1.73,1.83,1.93,1.82,1.76,1.57,1.86
EV/Sales High,1.14,1.48,1.81,1.92,2.03,2.15,2.07,2.03,1.73,2.12
EV/Sales Low,0.69,1.11,1.51,1.49,1.61,1.51,1.39,1.27,1.41,1.55
EV/EBITDA,9.80,10.64,13.04,13.54,15.27,10.29,12.69,10.86,9.91,13.99
EV/EBITDA Average,7.67,9.30,12.20,12.98,13.86,12.33,11.39,11.58,10.05,12.56
EV/EBITDA High,9.98,10.80,13.44,14.46,15.39,13.68,12.93,13.34,11.03,14.32
EV/EBITDA Low,6.01,8.07,11.19,11.25,12.18,9.62,8.72,8.38,9.03,10.52
EV/EBIT,12.11,12.65,15.62,16.79,18.56,11.93,14.50,12.48,11.39,16.35
EV/EBIT Average,9.49,11.06,14.61,16.10,16.85,14.29,13.00,13.31,11.55,14.68
EV/EBIT High,12.34,12.85,16.09,17.93,18.71,15.86,14.77,15.33,12.68,16.72
EV/EBIT Low,7.43,9.60,13.39,13.95,14.81,11.16,9.96,9.63,10.38,12.28
Last Price,146.98,195.43,219.80,249.94,321.05,261.26,391.90,354.16,353.58,486.49
High Price,149.99,198.72,227.91,269.90,323.94,363.00,399.96,442.53,396.99,498.95
Low Price,85.88,144.69,181.91,200.47,248.00,241.18,256.79,266.11,319.81,353.03
Enterprise Value,50716,66479,81210,84967,102975,86801,121308,107843,103892,136450
Enterprise Value Average,39719,58104,75981,81505,93461,103966,108811,115070,105343,122532
Enterprise Value High,51682,67519,83684,90751,103799,115390,123573,132498,115656,139615
Enterprise Value Low,31102,50445,69654,70632,82156,81159,83342,83277,94741,102552
