,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),16.06,15.51,15.69,14.15,19.53,12.25,11.75,10.56,14.34,16.09
Return on Assets (%),12.96,12.06,12.15,11.58,16.78,10.37,9.78,8.86,11.95,13.34
Return on Capital (%),12.61,12.09,12.00,11.06,0,10.17,9.91,8.90,12.04,13.79
Return on Invested Capital (%),22.28,20.28,19.94,19.03,0,16.85,16.39,14.59,19.20,21.64
Gross Margin (%),16.68,16.89,18.52,18.09,16.68,15.78,16.43,15.05,15.37,16.69
EBITDA Margin (%),14.86,15.02,17.06,16.51,14.01,12.96,13.45,12.87,13.17,13.34
Operating Margin (%),10.33,10.24,11.57,11.00,8.68,7.91,8.01,7.40,8.59,8.99
Incremental Operating Margin (%),8.78,9.44,378.98,1.45,-15.33,4.02,9.59,-4.39,13.13,10.81
Pretax Margin (%),9.91,9.81,11.15,10.61,8.28,7.44,7.43,6.91,8.22,8.65
Profit Margin (%),6.13,6.08,6.90,6.59,9.55,5.68,5.63,5.25,6.25,6.54
Net Income to Common Margin (%),6.13,6.08,6.90,6.59,9.55,5.68,5.63,5.25,6.25,6.54
Effective Tax Rate (%),38.15,38.01,38.10,37.90,0,23.60,24.17,24.02,23.90,24.35
Dvd Payout Ratio (%),15.42,24.97,22.79,22.91,14.77,21.45,21.66,22.57,16.36,17.20
Sustainable Growth Rate (%),13.58,11.63,12.12,10.91,16.65,9.62,9.21,8.18,12.00,13.32
