,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,117,117,114,111,110,109,106,106,105,104
Diluted Weighted Avg Shares,119,118,117,113,111,110,109,107,107,105
Basic Weighted Avg Shares,117,117,114,111,110,109,106,106,105,104
Revenue per Share,47.63,52.89,54.30,58.90,65.51,79.25,86.29,91.21,115.79,142.79
EBITDA per Share,7.08,7.94,9.26,9.73,9.18,10.27,11.61,11.74,15.25,19.05
Operating Income per Share,4.92,5.42,6.28,6.48,5.68,6.26,6.91,6.75,9.95,12.84
"Basic EPS, GAAP",2.92,3.22,3.75,3.88,6.25,4.50,4.86,4.79,7.24,9.34
Basic EPS from Cont Ops,2.92,3.22,3.75,3.88,6.25,4.50,4.86,4.79,7.24,9.34
"Diluted EPS, GAAP",2.87,3.16,3.66,3.81,6.18,4.43,4.75,4.74,7.14,9.21
Diluted EPS from Cont Ops,2.87,3.16,3.66,3.81,6.18,4.43,4.75,4.74,7.14,9.21
Dividend per Share,0.45,0.80,0.85,0.89,0.92,0.97,1.05,1.08,1.18,1.61
Cash Flow per Share,4.90,5.55,7.66,7.67,7.79,10.01,10.34,10.63,11.65,17.13
Free Cash Flow per Basic Share,0.69,-1.39,1.30,1.94,2.99,0.85,2.30,3.64,2.63,2.28
Cash & Equivalents per Share,0.05,0.05,0.05,0.06,0.13,0.07,0.33,2.97,3.38,0.50
Book Value per Share,19.42,21.94,25.34,28.94,34.67,38.54,43.26,47.20,53.50,61.94
Tangible Book Value per Share,8.64,10.33,11.41,12.68,15.72,18.36,19.43,22.60,27.85,33.07
